ID,WIDTH,HEIGHT,GROUP
0,49,86,0
1,25,77,0
2,28,71,0
3,93,20,0
4,24,13,0
5,5,12,0
6,45,11,0
7,17,33,0
8,4,8,0
9,14,41,1
10,31,12,1
11,15,8,1
12,26,31,1
13,57,15,1
14,64,14,2
15,10,30,2
16,32,9,2
17,26,20,2
18,6,11,3
19,11,7,3
20,23,11,3
21,59,19,4
22,16,63,5
23,7,18,5
24,38,21,5
25,26,4,5
26,33,17,5
27,18,20,5
28,20,20,5
29,37,57,6
30,48,23,6
31,50,41,6
32,27,53,6
33,21,18,6
34,5,10,6
35,18,74,6
36,12,6,7
37,54,10,7
38,58,29,7
39,9,61,7
40,27,23,7
41,55,52,7
42,23,18,8
43,15,72,8
44,34,51,8
45,16,3,8
46,12,4,8
47,29,26,8
48,23,4,8
