ID,WIDTH,HEIGHT,GROUP
0,22,38,0
1,23,70,0
2,13,3,0
3,28,73,0
4,3,14,1
5,30,10,1
6,65,29,1
7,16,18,1
8,18,50,2
9,4,14,2
10,14,5,2
11,62,22,2
12,47,19,2
13,4,3,3
14,7,5,3
15,1,3,3
16,9,11,3
17,8,25,3
18,15,6,3
19,26,17,3
20,2,7,3
21,29,8,4
22,5,16,4
23,4,14,5
24,20,6,5
25,23,70,5
26,7,25,5
27,14,40,5
28,29,32,6
29,4,2,6
30,9,31,6
31,4,13,6
32,9,7,6
33,8,4,6
34,10,45,7
35,7,10,7
36,20,18,7
37,18,25,7
38,27,8,8
39,25,9,8
40,117,20,8
41,8,6,9
42,5,9,9
43,23,59,9
44,4,23,9
45,5,30,9
46,24,10,9
47,18,41,10
48,6,21,10
49,12,59,10
50,19,57,10
51,20,13,11
52,2,9,11
53,69,18,11
54,31,11,12
55,13,18,12
56,37,7,12
57,14,86,12
58,7,26,13
59,40,7,13
60,19,24,14
61,4,1,14
62,36,7,14
63,7,46,14
64,20,40,14
65,7,14,14
66,22,5,14
67,28,7,15
68,23,10,15
69,32,27,15
70,6,6,15
71,6,14,15
72,7,12,15
73,6,21,15
74,9,8,16
75,7,5,16
76,8,21,16
77,20,14,16
78,11,18,16
79,3,19,16
80,5,13,16
81,6,5,16
82,41,41,16
83,2,12,16
84,37,8,17
85,24,25,17
86,6,12,17
87,7,11,17
88,16,9,17
89,35,11,17
90,49,8,17
91,24,20,17
92,59,22,18
93,13,12,18
94,26,8,18
95,25,57,18
96,15,4,18
