ID,WIDTH,HEIGHT,GROUP
0,14,59,0
1,8,15,0
2,7,19,0
3,8,8,0
4,18,5,0
5,20,15,1
6,25,102,1
7,77,25,1
8,14,74,1
9,4,9,1
10,29,6,1
11,32,81,2
12,64,13,2
13,25,105,3
14,17,57,3
15,25,18,3
16,51,52,3
17,6,28,4
18,13,25,4
19,57,21,4
20,6,31,4
21,19,19,4
22,11,11,4
23,27,18,5
24,13,5,5
25,26,21,5
26,44,8,5
27,13,25,6
28,58,20,6
29,14,10,6
30,27,18,6
31,46,34,6
32,58,11,6
33,6,6,6
34,4,3,6
35,36,21,6
36,57,24,7
37,105,22,7
38,10,45,7
39,39,74,7
40,46,24,7
41,7,2,7
42,28,13,7
43,41,82,8
44,13,10,8
45,13,29,8
46,54,23,8
47,9,9,8
48,2,7,8
