ID,WIDTH,HEIGHT,GROUP
0,37,102,0
1,41,6,0
2,60,9,0
3,20,28,0
4,22,8,0
5,25,11,0
6,32,18,0
7,109,16,1
8,14,9,1
9,40,18,1
10,12,45,1
11,19,8,1
12,36,10,1
13,46,15,2
14,36,56,2
15,30,11,2
16,71,38,2
17,27,23,2
18,50,37,2
19,17,3,2
20,7,29,2
21,12,15,2
22,54,27,3
23,33,11,3
24,76,35,3
25,13,10,3
26,56,18,4
27,5,2,4
28,11,37,4
29,25,5,4
30,7,42,5
31,10,8,5
32,22,92,6
33,17,13,6
34,51,75,6
35,22,5,6
36,31,12,6
37,27,18,7
38,35,46,7
39,5,30,7
40,18,11,7
41,32,13,7
42,37,32,7
43,31,20,7
44,45,19,8
45,15,32,8
46,55,28,8
47,16,51,8
48,5,26,8
