ID,WIDTH,HEIGHT,GROUP
0,12,3,0
1,3,13,0
2,12,6,0
3,20,13,1
4,13,10,1
5,1,5,1
6,7,4,1
7,12,71,1
8,12,6,1
9,26,8,2
10,3,3,2
11,20,45,2
12,25,31,2
13,17,4,2
14,12,6,3
15,1,2,3
16,7,19,3
17,14,12,3
18,32,16,4
19,44,13,4
20,7,15,4
21,9,3,4
22,28,10,5
23,1,4,5
24,8,30,5
25,6,2,5
26,61,19,6
27,3,1,6
28,4,5,6
29,8,6,6
30,2,5,6
31,42,13,6
32,23,7,6
33,8,24,7
34,2,1,7
35,14,19,7
36,14,5,7
37,8,27,8
38,61,18,8
39,25,12,8
40,60,11,8
41,1,6,9
42,8,10,9
43,3,1,9
44,13,52,9
45,6,30,10
46,18,6,10
47,5,30,10
48,17,14,10
49,3,9,10
50,14,8,10
51,10,15,10
52,6,5,11
53,2,12,11
54,5,1,11
55,8,6,11
56,29,21,11
57,2,10,11
58,14,74,11
59,6,7,11
60,16,31,11
61,5,33,12
62,28,16,12
63,6,6,12
64,30,11,12
65,19,37,12
66,10,28,12
67,66,15,12
68,3,5,12
69,2,5,13
70,4,12,13
71,11,10,13
72,10,22,13
73,24,19,14
74,6,8,14
75,11,2,14
76,4,1,14
77,18,50,14
78,10,27,14
79,10,28,14
80,17,4,14
81,10,3,14
82,4,2,15
83,2,1,16
84,16,4,16
85,12,3,16
86,15,9,16
87,18,6,16
88,11,13,17
89,7,8,17
90,15,6,17
91,34,9,17
92,16,53,17
93,20,9,17
94,8,24,18
95,2,6,18
96,21,23,18
97,20,4,18
98,8,11,18
99,2,5,18
100,3,15,18
101,10,3,19
102,3,8,19
103,2,6,19
104,10,15,19
105,13,14,19
106,11,47,19
107,20,7,20
108,29,8,20
109,6,20,20
110,8,2,20
111,22,9,20
112,43,16,21
113,7,15,21
114,6,2,21
115,1,3,21
116,4,21,21
117,21,7,21
118,8,9,21
119,24,18,21
120,4,25,21
121,4,4,22
122,3,13,22
123,63,14,22
124,15,27,22
125,2,1,23
126,5,12,23
127,3,1,23
128,1,6,23
129,3,8,24
130,3,3,24
131,66,13,24
132,26,5,24
133,8,3,24
134,5,5,25
135,3,3,25
136,4,21,25
137,20,9,25
138,10,48,26
139,4,4,26
140,49,19,26
141,1,5,26
142,11,8,26
143,13,47,26
144,37,8,27
145,8,16,27
146,1,4,27
147,4,26,27
148,8,32,27
149,6,1,27
150,7,15,27
151,30,6,28
152,60,9,28
153,6,9,28
154,13,2,29
155,2,3,29
156,13,35,29
157,21,62,30
158,7,3,30
159,15,18,30
160,9,4,30
161,3,15,31
162,5,12,31
163,9,4,31
164,21,41,32
165,6,6,32
166,1,3,32
167,8,7,32
168,8,15,32
169,3,8,33
170,13,12,33
171,40,9,34
172,2,4,34
173,1,3,34
174,14,14,34
175,12,8,34
176,5,34,34
177,14,8,34
178,4,11,34
179,11,30,35
180,7,21,35
181,2,4,35
182,3,4,35
183,8,37,36
184,23,4,36
185,1,6,36
186,4,6,36
187,22,4,36
188,2,6,36
189,12,10,36
190,5,5,37
191,14,4,37
192,57,11,37
193,12,25,38
194,3,20,38
195,7,3,38
196,11,69,38
