        30       100       100
      2130        71        30         1
      2730        65        42         1
      4224        64        66         1
      1320        30        44         1
      1539        57        27         1
      4588        62        74         1
      2209        47        47         1
      2867        47        61         1
      1755        27        65         1
      1406        38        37         1
       972        36        27         1
      1505        35        43         1
      1767        31        57         1
      3072        64        48         1
      2604        62        42         1
      1044        36        29         1
      2142        51        42         1
      1470        42        35         1
       812        28        29         1
      2304        48        48         1
      2750        55        50         1
      2414        71        34         1
      2703        53        51         1
      1664        64        26         1
      3520        55        64         1
      2210        34        65         1
      1984        62        32         1
      1568        28        56         1
      2385        53        45         1
      1911        49        39         1
