        30       100       100
      2112        64        33         1
      1596        28        57         1
      1815        55        33         1
      1360        40        34         1
      1430        26        55         1
      2100        30        70         1
      1457        47        31         1
      2210        65        34         1
      5254        74        71         1
      3162        51        62         1
      1830        30        61         1
      3776        64        59         1
      3139        73        43         1
      1978        46        43         1
      2210        34        65         1
      2132        41        52         1
      1020        30        34         1
       952        28        34         1
      2107        49        43         1
      1836        27        68         1
      3082        46        67         1
      2814        67        42         1
      1890        42        45         1
       858        26        33         1
      2128        56        38         1
      3478        47        74         1
      1500        50        30         1
      2277        69        33         1
      2108        68        31         1
      3504        48        73         1
