        30       100       100
      3417        51        67         1
      1450        58        25         1
      2924        43        68         1
      2948        67        44         1
      1026        27        38         1
      1980        44        45         1
      1488        31        48         1
       784        28        28         1
      3888        72        54         1
      1175        25        47         1
      2108        62        34         1
      5110        73        70         1
      3450        69        50         1
      1125        25        45         1
      3584        56        64         1
      2460        41        60         1
      1692        36        47         1
      3135        55        57         1
       936        26        36         1
      2303        49        47         1
      1716        26        66         1
      4599        73        63         1
      1421        29        49         1
      1537        53        29         1
      2408        56        43         1
      3128        68        46         1
      3740        55        68         1
      4160        64        65         1
      1380        30        46         1
      2484        46        54         1
