ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1386,33,42,1
1,2303,49,47,1
2,925,25,37,1
3,440,20,22,1
4,644,14,46,1
5,384,16,24,1
6,660,30,22,1
7,432,36,12,1
8,833,49,17,1
9,858,33,26,1
10,1680,42,40,1
11,722,38,19,1
12,255,15,17,1
13,2021,47,43,1
14,364,26,14,1
15,1421,49,29,1
16,900,20,45,1
17,800,20,40,1
18,1330,38,35,1
19,800,25,32,1
20,492,41,12,1
21,663,39,17,1
22,450,15,30,1
23,820,20,41,1
24,1755,45,39,1
25,532,38,14,1
26,986,34,29,1
27,900,45,20,1
28,408,12,34,1
29,784,49,16,1
30,408,12,34,1
31,512,16,32,1
32,1280,40,32,1
33,1248,26,48,1
34,300,25,12,1
35,1728,36,48,1
36,704,32,22,1
37,390,10,39,1
38,1519,31,49,1
39,1104,48,23,1
40,250,25,10,1
41,615,15,41,1
42,682,22,31,1
43,784,28,28,1
44,1372,28,49,1
45,260,10,26,1
46,1748,46,38,1
47,882,18,49,1
48,1568,49,32,1
49,920,40,23,1
