ID,PROFIT,WIDTH,HEIGHT,COPIES
0,891,27,33,1
1,231,21,11,1
2,1720,43,40,1
3,1247,29,43,1
4,893,47,19,1
5,425,25,17,1
6,1080,40,27,1
7,828,46,18,1
8,595,35,17,1
9,602,43,14,1
10,1920,40,48,1
11,182,13,14,1
12,912,38,24,1
13,1512,36,42,1
14,310,10,31,1
15,525,35,15,1
16,1620,45,36,1
17,598,23,26,1
18,442,34,13,1
19,360,18,20,1
20,154,11,14,1
21,783,29,27,1
22,700,25,28,1
23,544,17,32,1
24,720,24,30,1
25,612,17,36,1
26,555,15,37,1
27,1599,41,39,1
28,1320,33,40,1
29,950,25,38,1
30,240,12,20,1
31,1519,31,49,1
32,1102,38,29,1
33,1628,37,44,1
34,962,37,26,1
35,1628,44,37,1
36,1813,49,37,1
37,1333,31,43,1
38,1440,45,32,1
39,486,18,27,1
40,425,17,25,1
41,1360,34,40,1
42,1134,27,42,1
43,805,23,35,1
44,384,16,24,1
45,1568,32,49,1
46,910,35,26,1
47,2160,48,45,1
48,516,43,12,1
49,242,11,22,1
