ID,PROFIT,WIDTH,HEIGHT,COPIES
0,494,26,19,1
1,416,32,13,1
2,459,17,27,1
3,450,25,18,1
4,720,45,16,1
5,1200,30,40,1
6,456,19,24,1
7,525,21,25,1
8,1760,44,40,1
9,1372,49,28,1
10,2401,49,49,1
11,1488,48,31,1
12,396,36,11,1
13,602,43,14,1
14,704,22,32,1
15,570,38,15,1
16,828,36,23,1
17,272,16,17,1
18,450,18,25,1
19,504,42,12,1
20,735,15,49,1
21,288,18,16,1
22,1092,26,42,1
23,675,45,15,1
24,570,38,15,1
25,960,32,30,1
26,720,30,24,1
27,640,32,20,1
28,1634,43,38,1
29,1080,36,30,1
30,450,10,45,1
31,220,20,11,1
32,1196,46,26,1
33,592,37,16,1
34,675,15,45,1
35,1457,31,47,1
36,864,24,36,1
37,481,37,13,1
38,1320,33,40,1
39,407,37,11,1
40,925,25,37,1
41,1920,48,40,1
42,940,47,20,1
43,756,27,28,1
44,1435,35,41,1
45,1150,46,25,1
46,1840,46,40,1
47,320,20,16,1
48,1073,37,29,1
49,345,15,23,1
