ID,PROFIT,WIDTH,HEIGHT,COPIES
0,629,17,37,1
1,560,40,14,1
2,880,44,20,1
3,460,46,10,1
4,100,10,10,1
5,1710,38,45,1
6,400,25,16,1
7,1862,49,38,1
8,1302,31,42,1
9,986,29,34,1
10,209,19,11,1
11,864,36,24,1
12,720,24,30,1
13,759,23,33,1
14,644,46,14,1
15,1078,49,22,1
16,1176,42,28,1
17,169,13,13,1
18,567,21,27,1
19,1632,48,34,1
20,784,49,16,1
21,640,20,32,1
22,1470,35,42,1
23,992,31,32,1
24,620,20,31,1
25,1040,40,26,1
26,1363,29,47,1
27,255,15,17,1
28,984,41,24,1
29,666,37,18,1
30,527,17,31,1
31,1323,27,49,1
32,1620,45,36,1
33,1148,28,41,1
34,782,23,34,1
35,702,27,26,1
36,882,49,18,1
37,728,26,28,1
38,525,15,35,1
39,1763,43,41,1
40,540,36,15,1
41,560,28,20,1
42,240,24,10,1
43,1932,42,46,1
44,588,21,28,1
45,506,23,22,1
46,546,21,26,1
47,736,46,16,1
48,1575,35,45,1
49,154,11,14,1
