ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1380,30,46,1
1,1410,30,47,1
2,228,19,12,1
3,1880,47,40,1
4,1564,46,34,1
5,1056,32,33,1
6,870,29,30,1
7,1640,40,41,1
8,1296,36,36,1
9,252,18,14,1
10,720,15,48,1
11,1040,26,40,1
12,936,26,36,1
13,2112,44,48,1
14,903,21,43,1
15,1118,43,26,1
16,420,28,15,1
17,1015,35,29,1
18,324,18,18,1
19,540,45,12,1
20,336,21,16,1
21,187,11,17,1
22,812,28,29,1
23,299,23,13,1
24,1517,37,41,1
25,1305,45,29,1
26,1104,46,24,1
27,770,22,35,1
28,697,17,41,1
29,462,33,14,1
30,1080,30,36,1
31,462,42,11,1
32,912,38,24,1
33,440,40,11,1
34,1144,44,26,1
35,1840,46,40,1
36,1426,31,46,1
37,624,13,48,1
38,1656,36,46,1
39,2156,44,49,1
40,1800,40,45,1
41,600,30,20,1
42,1880,47,40,1
43,1440,45,32,1
44,1444,38,38,1
45,1638,42,39,1
46,160,10,16,1
47,1880,47,40,1
48,576,16,36,1
49,972,27,36,1
