ID,PROFIT,WIDTH,HEIGHT,COPIES
0,378,27,14,1
1,300,12,25,1
2,220,20,11,1
3,1088,32,34,1
4,1332,36,37,1
5,1485,45,33,1
6,364,26,14,1
7,1368,36,38,1
8,700,25,28,1
9,561,33,17,1
10,1152,48,24,1
11,522,18,29,1
12,2303,49,47,1
13,1452,44,33,1
14,1102,29,38,1
15,861,41,21,1
16,1617,33,49,1
17,504,36,14,1
18,680,17,40,1
19,588,28,21,1
20,1364,44,31,1
21,672,42,16,1
22,552,46,12,1
23,310,31,10,1
24,506,46,11,1
25,680,17,40,1
26,1911,49,39,1
27,870,30,29,1
28,740,37,20,1
29,576,18,32,1
30,407,11,37,1
31,1218,29,42,1
32,270,27,10,1
33,1080,27,40,1
34,462,22,21,1
35,1189,41,29,1
36,1833,39,47,1
37,672,42,16,1
38,833,17,49,1
39,756,42,18,1
40,816,34,24,1
41,630,42,15,1
42,672,16,42,1
43,450,30,15,1
44,418,19,22,1
45,1008,21,48,1
46,855,45,19,1
47,1978,43,46,1
48,837,31,27,1
49,1066,26,41,1
