ID,PROFIT,WIDTH,HEIGHT,COPIES
0,616,22,28,1
1,1920,40,48,1
2,456,24,19,1
3,420,10,42,1
4,576,32,18,1
5,418,38,11,1
6,910,26,35,1
7,1026,27,38,1
8,1152,24,48,1
9,2070,46,45,1
10,1472,32,46,1
11,340,34,10,1
12,646,34,19,1
13,820,41,20,1
14,330,22,15,1
15,1575,35,45,1
16,680,20,34,1
17,1800,45,40,1
18,1012,23,44,1
19,1080,36,30,1
20,1056,32,33,1
21,555,37,15,1
22,665,19,35,1
23,252,18,14,1
24,1716,44,39,1
25,1978,43,46,1
26,264,24,11,1
27,1716,39,44,1
28,1368,38,36,1
29,1092,28,39,1
30,368,16,23,1
31,476,28,17,1
32,441,21,21,1
33,273,13,21,1
34,1152,32,36,1
35,1089,33,33,1
36,2112,44,48,1
37,1054,34,31,1
38,360,10,36,1
39,560,40,14,1
40,630,15,42,1
41,1880,40,47,1
42,312,24,13,1
43,1188,44,27,1
44,220,22,10,1
45,1681,41,41,1
46,648,36,18,1
47,384,16,24,1
48,946,43,22,1
49,756,28,27,1
