ID,PROFIT,WIDTH,HEIGHT,COPIES
0,966,42,23,1
1,176,11,16,1
2,1404,36,39,1
3,1023,31,33,1
4,1260,36,35,1
5,380,20,19,1
6,396,18,22,1
7,264,11,24,1
8,504,42,12,1
9,440,22,20,1
10,442,13,34,1
11,703,37,19,1
12,544,32,17,1
13,399,19,21,1
14,1617,33,49,1
15,1125,25,45,1
16,999,27,37,1
17,918,27,34,1
18,1519,49,31,1
19,270,10,27,1
20,1178,38,31,1
21,880,44,20,1
22,1368,36,38,1
23,462,11,42,1
24,630,30,21,1
25,966,21,46,1
26,456,12,38,1
27,675,15,45,1
28,253,11,23,1
29,372,12,31,1
30,460,20,23,1
31,310,31,10,1
32,729,27,27,1
33,459,17,27,1
34,962,37,26,1
35,252,18,14,1
36,322,23,14,1
37,1376,32,43,1
38,943,23,41,1
39,1118,43,26,1
40,512,32,16,1
41,912,38,24,1
42,480,10,48,1
43,1365,35,39,1
44,484,22,22,1
45,1110,37,30,1
46,220,20,11,1
47,1056,48,22,1
48,946,22,43,1
49,483,23,21,1
