ID,PROFIT,WIDTH,HEIGHT,COPIES
0,308,28,11,1
1,1032,43,24,1
2,378,14,27,1
3,560,14,40,1
4,630,45,14,1
5,645,43,15,1
6,936,39,24,1
7,720,40,18,1
8,156,13,12,1
9,768,32,24,1
10,2352,49,48,1
11,532,19,28,1
12,1628,44,37,1
13,1075,43,25,1
14,476,14,34,1
15,300,12,25,1
16,828,18,46,1
17,775,25,31,1
18,875,25,35,1
19,680,40,17,1
20,418,38,11,1
21,725,29,25,1
22,660,30,22,1
23,836,22,38,1
24,1050,25,42,1
25,1078,49,22,1
26,1558,41,38,1
27,540,12,45,1
28,1406,38,37,1
29,972,27,36,1
30,688,16,43,1
31,860,43,20,1
32,304,16,19,1
33,1152,36,32,1
34,1680,48,35,1
35,648,24,27,1
36,984,41,24,1
37,756,36,21,1
38,578,34,17,1
39,574,14,41,1
40,1196,26,46,1
41,451,41,11,1
42,517,11,47,1
43,264,22,12,1
44,390,39,10,1
45,527,17,31,1
46,2162,46,47,1
47,390,26,15,1
48,960,24,40,1
49,1548,36,43,1
