ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1536,32,48,1
1,1100,44,25,1
2,640,16,40,1
3,480,40,12,1
4,308,14,22,1
5,1840,46,40,1
6,1296,48,27,1
7,684,18,38,1
8,1404,39,36,1
9,760,19,40,1
10,408,12,34,1
11,306,17,18,1
12,528,11,48,1
13,705,15,47,1
14,221,17,13,1
15,517,11,47,1
16,260,26,10,1
17,748,22,34,1
18,1125,25,45,1
19,1081,23,47,1
20,420,20,21,1
21,444,37,12,1
22,1012,22,46,1
23,1880,47,40,1
24,1840,46,40,1
25,1222,47,26,1
26,630,21,30,1
27,720,18,40,1
28,1170,26,45,1
29,176,16,11,1
30,520,26,20,1
31,384,32,12,1
32,528,16,33,1
33,1148,41,28,1
34,570,15,38,1
35,250,25,10,1
36,441,21,21,1
37,2025,45,45,1
38,846,47,18,1
39,437,23,19,1
40,540,45,12,1
41,1035,45,23,1
42,1794,39,46,1
43,819,39,21,1
44,473,11,43,1
45,400,25,16,1
46,1598,47,34,1
47,1014,26,39,1
48,1254,38,33,1
49,696,29,24,1
