ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1209,39,31,1
1,300,25,12,1
2,638,22,29,1
3,741,19,39,1
4,858,26,33,1
5,832,32,26,1
6,572,26,22,1
7,348,29,12,1
8,816,34,24,1
9,448,16,28,1
10,980,35,28,1
11,1125,45,25,1
12,468,12,39,1
13,464,16,29,1
14,675,15,45,1
15,651,31,21,1
16,525,15,35,1
17,999,37,27,1
18,1012,22,46,1
19,567,21,27,1
20,925,25,37,1
21,432,24,18,1
22,1152,32,36,1
23,390,15,26,1
24,2068,44,47,1
25,231,11,21,1
26,1394,41,34,1
27,1480,40,37,1
28,814,22,37,1
29,2254,46,49,1
30,560,40,14,1
31,1122,33,34,1
32,391,17,23,1
33,882,42,21,1
34,240,16,15,1
35,1833,47,39,1
36,525,21,25,1
37,960,48,20,1
38,1568,32,49,1
39,1554,42,37,1
40,792,33,24,1
41,2254,46,49,1
42,931,19,49,1
43,1085,31,35,1
44,1196,26,46,1
45,588,42,14,1
46,875,35,25,1
47,504,18,28,1
48,2021,43,47,1
49,672,16,42,1
