ID,PROFIT,WIDTH,HEIGHT,COPIES
0,1476,36,41,1
1,1911,39,49,1
2,432,18,24,1
3,1440,30,48,1
4,646,19,34,1
5,432,16,27,1
6,682,31,22,1
7,276,12,23,1
8,529,23,23,1
9,340,34,10,1
10,950,38,25,1
11,860,43,20,1
12,551,19,29,1
13,340,20,17,1
14,1122,34,33,1
15,608,19,32,1
16,300,15,20,1
17,1892,43,44,1
18,288,12,24,1
19,110,11,10,1
20,1290,43,30,1
21,1025,41,25,1
22,759,33,23,1
23,874,19,46,1
24,576,12,48,1
25,250,25,10,1
26,1056,48,22,1
27,242,22,11,1
28,704,44,16,1
29,360,30,12,1
30,1488,31,48,1
31,875,35,25,1
32,1148,28,41,1
33,783,29,27,1
34,320,32,10,1
35,486,27,18,1
36,738,18,41,1
37,1152,24,48,1
38,144,12,12,1
39,1848,44,42,1
40,798,19,42,1
41,286,26,11,1
42,1804,41,44,1
43,1189,29,41,1
44,1305,45,29,1
45,120,12,10,1
46,888,37,24,1
47,121,11,11,1
48,540,12,45,1
49,168,12,14,1
