ID,WIDTH,HEIGHT,GROUP
0,86,165,0
1,150,164,1
2,84,68,2
3,158,184,3
4,164,84,4
5,92,86,5
6,179,175,6
7,118,111,7
8,131,127,7
9,95,103,8
10,77,121,9
11,178,158,10
12,139,174,11
13,108,177,11
14,63,171,12
15,103,92,12
16,97,69,13
17,132,67,13
18,141,144,13
19,147,92,14
20,87,178,15
21,69,66,15
22,111,160,15
23,152,121,16
24,124,138,16
25,83,71,17
26,64,101,18
27,136,147,18
28,98,156,18
29,159,122,19
30,162,163,19
31,122,183,19
32,134,123,19
33,103,139,20
34,84,73,21
35,155,127,21
36,105,141,22
37,151,62,22
38,140,70,23
39,109,128,24
40,82,62,24
41,97,125,25
42,145,141,26
43,74,88,27
44,97,85,28
45,99,166,29
46,150,68,29
47,107,110,29
48,97,106,29
49,117,173,29
