ID,WIDTH,HEIGHT,GROUP
0,264,594,0
1,426,579,0
2,599,269,0
3,746,596,0
4,446,433,1
5,268,352,1
6,321,520,1
7,465,590,1
8,273,526,1
9,482,640,2
10,349,566,2
11,656,278,2
12,382,323,3
13,644,465,4
14,745,422,5
15,277,426,6
16,483,532,7
17,467,679,8
18,486,320,9
19,668,506,10
20,392,491,11
21,572,665,12
22,254,685,13
23,546,590,14
24,604,519,15
25,678,414,16
26,554,549,17
27,614,585,17
28,434,622,18
29,734,616,19
30,625,568,20
31,290,605,21
32,479,606,21
33,634,596,22
34,543,290,22
35,459,528,23
36,716,640,23
37,417,300,23
38,324,512,24
39,583,421,25
40,405,635,26
41,542,400,26
42,729,723,26
43,446,327,26
44,276,660,27
45,537,355,27
46,339,405,27
47,497,696,28
48,728,359,29
49,439,281,29
