ID,WIDTH,HEIGHT,GROUP
0,313,304,0
1,213,127,1
2,217,147,2
3,159,314,3
4,332,238,3
5,261,175,4
6,243,256,4
7,362,374,4
8,315,212,5
9,198,182,6
10,325,225,6
11,270,128,7
12,261,204,7
13,360,225,7
14,155,295,8
15,321,154,9
16,281,308,10
17,362,162,11
18,262,228,11
19,296,127,12
20,264,344,12
21,131,144,12
22,245,137,13
23,184,155,13
24,155,344,13
25,146,178,13
26,226,250,14
27,344,168,14
28,213,135,14
29,208,293,15
30,237,322,15
31,237,179,16
32,165,370,17
33,233,177,18
34,260,349,19
35,346,347,20
36,254,164,20
37,299,179,21
38,277,242,22
39,187,270,22
40,222,199,23
41,200,174,24
42,147,134,25
43,137,328,25
44,263,302,26
45,278,219,26
46,284,284,27
47,182,216,28
48,210,163,28
49,210,281,29
