ID,WIDTH,HEIGHT
0,2852,9983
1,623,179
2,7089,3158
3,272,438
4,5223,8370
5,2951,7166
6,364,1802
7,1613,3045
8,2945,994
9,3239,1548
10,2602,2393
11,3077,1398
12,2998,11789
13,2442,1684
14,1609,4280
15,3707,6868
16,3827,4274
17,5626,3115
18,880,182
19,175,166
20,587,2315
21,339,226
22,561,181
23,163,194
24,1313,2244
25,4821,4204
26,1108,4116
27,15051,12923
28,2864,12822
29,862,636
30,378,1256
31,42675,15075
32,598,155
33,223,866
34,1217,1162
35,129,474
36,1202,5116
37,164,111
38,1001,256
39,805,294
40,147,532
41,17029,3405
42,501,522
43,4149,1334
44,9575,3018
45,1026,688
46,856,3695
47,1076,3664
48,1102,1976
49,179,156
50,325,107
51,229,110
52,6259,1915
53,852,272
54,348,259
55,771,1592
56,866,2435
57,3005,6238
58,1627,1055
59,713,638
60,2191,3856
61,2727,1243
62,1475,2283
63,5599,2871
64,2629,539
65,256,1070
66,521,1386
67,2042,4675
68,2311,1715
69,108,324
70,1223,377
71,1680,1596
72,3755,2240
73,9909,2739
74,5164,21500
75,8721,4139
76,1658,1717
77,441,1612
78,4349,1028
79,556,516
80,1248,5121
81,4811,1259
82,2400,1938
83,417,759
84,748,1185
85,1523,954
86,933,550
87,488,891
88,1023,546
89,747,200
90,688,1349
91,5156,1590
92,954,1566
93,332,274
94,1693,495
95,3599,1729
96,837,218
97,2526,3505
98,1395,1465
99,2283,716
100,782,1121
101,301,1388
102,203,482
103,2979,2748
104,1681,3089
105,640,2999
106,7824,4007
107,777,902
108,1351,2202
109,112,292
110,986,3531
111,10704,8323
112,11485,4792
113,260,228
114,654,397
115,1213,1614
116,1469,3144
117,261,836
118,606,257
119,1300,992
120,486,578
121,210,947
122,1249,4696
123,929,2040
124,995,3877
125,6008,2542
126,2195,1478
127,3405,5172
128,835,972
129,105,114
130,682,896
131,709,405
132,10703,18409
133,4912,984
134,1653,2189
135,1201,339
136,1078,698
137,1385,1429
138,4290,8439
139,1886,5774
140,237,444
141,1235,4706
142,13625,4704
143,5891,2795
144,2034,1435
145,3145,2115
146,537,690
147,2122,1110
148,1055,1563
149,556,953
150,913,381
151,1106,1180
152,1366,4100
153,18941,5239
154,380,562
155,5297,1390
156,924,1327
157,672,2009
158,814,2623
159,11115,5859
160,1246,2701
161,1536,684
162,1089,2476
163,2321,673
164,1879,4890
165,522,250
166,732,1713
167,8704,7427
168,1207,433
169,3745,8083
170,363,106
171,1236,520
172,2710,2530
173,1421,586
174,8204,7681
175,11033,8928
176,1775,789
177,1629,2957
178,1296,2975
179,364,507
180,4528,15821
181,1164,303
182,258,638
183,133,571
184,545,374
185,1473,2150
186,8423,2403
187,8107,5113
188,6891,2074
189,125,163
190,946,2009
191,2122,1192
192,10584,15842
193,176,155
194,4402,7184
195,1060,4771
196,3219,3429
197,117,327
198,337,617
199,7382,8846
200,573,2852
201,3512,2917
202,2578,3707
203,9229,4530
204,2584,2388
205,159,517
206,1707,8415
207,4616,11455
208,4545,15408
209,1620,2230
210,3592,1197
211,1348,747
212,5948,18752
213,1377,356
214,421,1730
215,1605,534
216,1083,492
217,1298,717
218,2610,6647
219,5270,1142
220,1853,1594
221,270,131
222,587,1173
223,6645,6676
224,5382,9834
225,540,243
226,5443,3348
227,1780,4245
228,5756,2830
229,844,1104
230,793,228
231,1626,5033
232,1395,6105
233,3481,865
234,2349,2485
235,724,1086
236,8965,5772
237,1557,3457
238,933,979
239,13109,6577
240,9556,11840
241,696,1469
242,2505,2888
243,1731,2996
244,1468,757
245,1966,843
246,612,162
247,2345,9332
248,457,2234
249,2140,3374
250,3570,6529
251,3386,2254
252,4545,11072
253,845,426
254,2961,5906
255,7476,2107
256,11019,3889
257,451,634
258,4195,1546
259,502,641
260,1323,617
261,105,271
262,2571,7862
263,10461,4872
264,1820,716
265,22254,31037
266,1972,1820
267,9285,2900
268,2787,4747
269,613,855
270,5896,23611
271,10645,9808
272,5565,2293
273,520,823
274,5492,1379
275,1323,2449
276,940,3748
277,256,1155
278,626,363
279,371,1089
280,284,686
281,1090,2387
282,2595,547
283,1548,3052
284,6610,6535
285,1013,2112
286,9966,4806
287,3836,6663
288,287,1070
289,499,422
290,259,843
291,1918,6584
292,10074,4034
293,422,600
294,432,494
295,1536,4692
296,1264,1653
297,2656,2857
298,533,1114
299,1851,684
300,4691,1778
301,1027,1093
302,1796,507
303,6012,18887
304,1880,9131
305,418,980
306,834,2889
307,683,728
308,4739,4474
309,3399,833
310,1912,475
311,5359,1569
312,280,336
313,1914,5740
314,4550,931
315,800,1157
316,687,2958
317,540,110
318,1488,506
319,14125,16717
320,3896,11400
321,1359,325
322,461,146
323,1593,789
324,7988,1795
325,289,1317
326,2532,2531
327,510,285
328,3496,3319
329,2075,3580
330,6332,8961
331,4941,24523
332,2070,2915
333,1712,3924
334,272,543
335,9274,2697
336,16221,4865
337,698,350
338,1988,489
339,405,1275
340,3759,10061
341,12787,2567
342,895,1192
343,1752,8635
344,508,1070
345,3144,1609
346,1058,1388
347,6606,3164
348,5933,1617
349,1383,2070
350,719,1171
351,5005,4166
352,5364,6205
353,3016,1404
354,5826,1339
355,5525,1527
356,6148,2404
357,2365,706
358,2261,520
359,7037,2259
360,2348,702
361,873,2186
362,6332,1620
363,16231,38119
364,10938,4699
365,874,2510
366,15858,7789
367,12345,4371
368,7128,2400
369,337,1080
370,1889,1019
371,242,795
372,2495,4074
373,1493,499
374,703,3416
375,5788,8242
376,808,625
377,3650,1894
378,1238,583
379,2517,1287
380,2779,1317
381,566,693
382,2851,8382
383,4988,3777
384,2312,2195
385,215,604
386,661,2488
387,790,1966
388,2471,709
389,4179,1175
390,2052,3137
391,2690,5471
392,2795,1084
393,4164,4437
394,1047,4708
395,20957,30257
396,6823,7214
397,4752,9022
398,851,4254
399,3298,1461
400,1712,2436
401,300,331
402,922,3166
403,5745,4397
404,3048,2452
405,123,128
406,118,124
407,1634,1576
408,1013,376
409,3973,6614
410,794,1030
411,5232,2080
412,1558,3163
413,1008,675
414,1072,3374
415,16280,8747
416,9740,5010
417,321,212
418,809,1207
419,1606,1604
420,1768,402
421,321,105
422,2568,2062
423,152,671
424,4566,4776
425,5356,11214
426,4508,1435
427,4266,2833
428,18212,7170
429,471,1977
430,1706,2341
431,13836,8241
432,1308,1353
433,586,1864
434,9662,3422
435,1035,551
436,2306,11403
437,5061,1364
438,308,130
439,737,899
440,845,1036
441,3966,2930
442,1829,4077
443,13174,21518
444,1294,4880
445,313,631
446,1655,5109
447,15077,8560
448,1544,1221
449,941,197
450,3923,987
451,4834,2014
452,901,1066
453,9437,2029
454,540,1599
455,2447,4887
456,2311,522
457,11693,3701
458,13372,2837
459,11827,23961
460,136,384
461,406,1536
462,1044,3253
463,2162,675
464,6845,2289
465,2151,728
466,900,474
467,2782,1319
468,467,1132
469,1219,360
470,376,1606
471,10752,4051
472,1334,530
473,182,579
474,13967,5640
475,2620,4386
476,2244,483
477,581,1032
478,2560,4144
479,17123,4459
480,3020,1084
481,218,213
482,1029,222
483,914,1690
484,2478,2582
485,2431,1832
486,143,112
487,9379,4947
488,1478,1727
489,119,548
490,14534,4786
491,876,3876
492,12432,8923
493,1573,327
494,890,877
495,7142,3780
496,5399,16173
497,1704,5764
498,355,1696
499,2035,3426
500,14549,4050
501,532,279
502,183,161
503,3617,8344
504,620,218
505,2284,1226
506,5573,2745
507,3554,2540
508,2303,1347
509,1859,570
510,4042,4557
511,2285,2706
512,5689,19441
513,774,427
514,2898,1253
515,918,678
516,25725,60732
517,1991,2213
518,1670,460
519,6317,3046
520,2483,9329
521,14037,10763
522,2789,866
523,3637,1489
524,13641,8949
525,526,1267
526,2360,8003
527,3157,4217
528,17783,4037
529,3614,2084
530,3495,1198
531,106,386
532,837,339
533,125,236
534,1311,1019
535,3004,2564
536,2263,511
537,1461,4696
538,2464,10789
539,12060,3543
540,5430,3350
541,1836,6825
542,8353,1693
543,8974,8091
544,5128,1091
545,3196,2317
546,749,2681
547,1023,515
548,2558,591
549,133,172
550,758,189
