ID,WIDTH,HEIGHT
0,1086,848
1,21349,12844
2,4097,6911
3,3595,753
4,8700,2113
5,419,553
6,492,1040
7,14844,3627
8,12016,8862
9,2019,7932
10,3256,4024
11,7776,3232
12,1217,937
13,6205,5716
14,2711,5646
15,26350,24495
16,14274,8111
17,1637,3098
18,527,831
19,1851,1671
20,823,2183
21,376,1350
22,435,193
23,7486,5237
24,6945,3932
25,6918,1587
26,2941,1193
27,1041,481
28,29596,19441
29,2658,6001
30,1014,2651
31,24414,8569
32,3560,15686
33,3247,14136
34,1219,5955
35,980,2770
36,3849,5289
37,3090,1091
38,5065,5468
39,4228,4570
40,3378,5558
41,8136,2103
42,3339,5196
43,768,746
44,748,1457
45,1098,715
46,12192,3374
47,750,3595
48,4642,3959
49,12922,13871
50,10323,2547
51,1065,1594
52,2840,1077
53,1457,4704
54,2671,2613
55,7847,1653
56,19103,4810
57,8470,3455
58,3604,2037
59,3540,871
60,3212,2344
61,1292,5043
62,396,883
63,9960,3392
64,423,1450
65,4473,4177
66,2837,8954
67,1742,805
68,802,1932
69,222,925
70,2822,823
71,9644,3585
72,11650,2497
73,971,4849
74,2576,854
75,2628,8105
76,1679,4099
77,5135,1139
78,4914,3296
79,2117,5279
80,1395,6878
81,12436,4803
82,1462,423
83,4888,1664
84,3323,4232
85,458,2106
86,569,1356
87,6577,13536
88,7258,4480
89,2583,4775
90,1204,2282
91,1407,1438
92,18521,11503
93,4606,7617
94,349,938
95,3708,9007
96,6516,7906
97,8068,24490
98,832,1106
99,938,327
100,5019,1319
101,385,475
102,4393,5203
103,1687,1189
104,3674,2214
105,1683,4573
106,589,2843
107,1232,964
108,5121,1918
109,592,680
110,7487,4944
111,2273,3848
112,3190,665
113,10062,2042
114,1249,1199
115,2024,8686
116,2681,2418
117,257,621
118,631,2527
119,936,4255
120,2341,1444
121,9784,3189
122,167,655
123,5213,1609
124,2030,882
125,10278,8735
126,2252,2598
127,2694,6171
128,1343,2543
129,9433,8531
130,1180,4845
131,2832,660
132,4548,935
133,930,342
134,1071,2510
135,5866,16023
136,7855,7102
137,1097,4573
138,5337,1264
139,10244,2260
140,2350,3782
141,7783,19484
142,1892,849
143,1805,2543
144,4491,996
145,13240,7418
146,848,1900
147,3400,3586
148,2419,9169
149,965,1035
150,2710,662
151,3074,6078
152,310,1476
153,518,321
154,470,2096
155,394,1914
156,5770,4241
157,11602,2746
158,1103,344
159,4589,18300
160,4234,4181
161,11201,10459
162,2072,1052
163,343,1483
164,4005,6791
165,1777,1364
166,2214,1105
167,1192,4440
168,4280,2078
169,5251,8301
170,652,1164
171,511,2145
172,6401,1545
173,728,569
174,1424,5044
175,6064,5151
176,1247,4521
177,7758,10118
178,5710,4768
179,1032,2140
180,4851,1201
181,3216,2387
182,4809,1367
183,2177,6872
184,4782,4896
185,2341,3315
186,995,1567
187,5343,2859
188,6105,3759
189,766,1856
190,1799,4009
191,1710,4067
192,2016,668
193,6861,2725
194,1107,1792
195,290,906
196,1844,1014
197,666,316
198,473,2224
199,1583,324
200,21124,7329
201,3457,1306
202,739,796
203,9361,2844
204,2490,2869
205,1139,1141
206,2874,3554
207,945,2709
208,17028,6880
209,9096,2056
210,11051,2468
211,2237,2468
212,6118,1268
213,2714,808
214,1192,533
215,4881,1272
216,1518,1178
217,2931,5463
218,3137,1091
219,2812,1619
220,3934,3499
221,966,4397
222,744,3532
223,13576,10714
224,6443,2188
225,11874,2529
226,4190,1068
227,331,1108
228,2543,4638
