ID,WIDTH,HEIGHT
0,25,39
1,64,55
2,37,48
3,58,59
4,76,59
5,6,42
6,94,74
7,56,51
8,89,92
9,59,90
10,61,62
11,16,69
12,63,86
13,74,100
14,42,13
15,36,80
16,49,43
17,50,70
18,84,74
19,68,98
20,97,59
21,39,68
22,38,99
23,12,37
24,56,89
25,88,98
26,67,33
27,67,87
28,77,80
29,100,54
30,79,80
31,85,100
32,59,82
33,73,72
34,68,88
35,63,73
36,4,98
37,71,2
38,68,58
39,54,58
40,10,23
41,54,94
42,30,93
43,7,6
44,28,10
45,62,97
46,53,83
47,70,64
48,8,72
49,82,60
50,89,88
51,98,35
52,99,70
53,63,87
54,36,69
55,84,67
56,50,93
57,7,83
58,44,34
59,33,11
60,16,84
61,61,75
62,15,24
63,93,66
64,91,73
65,78,86
66,96,75
67,65,84
68,79,80
69,69,9
70,90,89
71,100,62
72,78,100
73,96,94
74,95,63
75,95,52
76,40,87
77,47,93
78,61,50
79,52,54
80,62,73
81,11,48
82,90,99
83,71,69
84,97,77
85,35,78
86,87,9
87,51,95
88,43,96
89,71,99
90,82,80
91,94,81
92,100,70
93,79,42
94,96,63
95,48,31
96,20,10
97,79,97
98,71,58
99,63,91
