ID,WIDTH,HEIGHT
0,87,85
1,74,74
2,18,75
3,88,98
4,27,97
5,53,99
6,63,78
7,24,85
8,78,65
9,46,35
10,70,55
11,70,70
12,90,98
13,99,83
14,89,94
15,79,74
16,64,92
17,63,93
18,68,94
19,100,89
20,1,99
21,90,64
22,11,69
23,82,66
24,99,65
25,85,47
26,64,79
27,76,55
28,57,95
29,77,92
30,79,63
31,32,69
32,79,86
33,89,98
34,7,11
35,100,18
36,61,88
37,62,65
38,95,69
39,78,92
40,55,52
41,47,46
42,45,39
43,68,77
44,12,85
45,94,87
46,56,70
47,71,74
48,30,77
49,51,90
50,31,14
51,85,83
52,58,65
53,71,54
54,65,69
55,60,53
56,100,76
57,52,81
58,62,86
59,98,86
60,52,99
61,46,78
62,71,64
63,97,79
64,67,83
65,50,68
66,91,54
67,57,85
68,93,79
69,67,79
70,23,6
71,80,51
72,31,37
73,45,3
74,66,69
75,63,81
76,80,55
77,85,87
78,22,97
79,9,80
80,91,86
81,91,34
82,39,87
83,17,24
84,63,79
85,50,42
86,67,80
87,36,38
88,98,83
89,82,11
90,57,90
91,66,62
92,94,99
93,60,93
94,59,61
95,58,100
96,67,27
97,72,36
98,72,95
99,62,99
