ID,WIDTH,HEIGHT
0,101,37
1,99,25
2,10,12
3,14,80
4,55,14
5,20,19
6,50,10
7,9,11
8,15,18
9,14,17
10,23,14
11,31,19
12,24,5
13,8,10
14,36,9
15,22,59
16,28,14
17,2,13
18,7,7
19,9,3
20,14,45
21,4,1
22,32,5
23,23,42
24,12,4
25,22,6
26,15,23
27,16,16
28,16,40
29,10,56
30,18,94
31,15,40
32,37,35
33,7,7
34,9,31
35,22,24
36,1,5
37,36,10
38,22,10
39,15,104
40,12,21
41,4,16
42,16,5
43,23,42
44,22,49
45,25,11
46,44,12
47,16,40
48,11,48
49,14,5
50,17,6
51,2,10
52,6,1
53,50,11
54,15,81
55,11,33
56,8,6
57,9,4
58,11,2
59,22,65
60,13,35
61,18,47
62,16,54
63,10,37
64,6,8
65,20,53
66,3,7
67,2,10
68,19,4
69,8,35
70,17,29
71,25,46
72,8,6
73,11,12
74,10,6
75,5,16
76,8,12
77,8,32
78,13,19
79,26,4
80,4,14
81,16,3
82,11,12
83,3,17
84,13,9
85,34,6
86,9,5
87,21,13
88,5,1
89,4,12
90,39,11
91,24,8
92,6,4
93,20,3
94,5,1
95,15,3
96,11,2
