ID,WIDTH,HEIGHT,PROFIT,COPIES
0,385,665,166155,2
1,381,652,52463,6
2,374,653,25199,10
3,291,657,55002,4
4,292,657,15733,2
5,202,315,25954,2
6,291,631,255908,2
7,292,631,195161,1
8,291,618,209738,2
9,292,618,146769,1
10,328,702,409376,2
11,329,702,7232,1
12,328,357,394248,2
13,329,357,276123,1
14,314,664,57858,9
15,373,669,337560,1
16,240,620,94182,1
17,307,665,167349,1
18,308,665,283369,1
19,252,280,39775,2
20,240,615,4680,1
21,181,286,133929,4
22,311,412,33996,2
23,160,279,32663,2
24,430,448,458,2
25,230,328,5239,2
26,259,628,14739,2
27,234,272,10328,2
28,234,548,164687,2
29,240,670,239752,4
30,174,624,130483,2
31,214,291,23972,4
32,231,269,50859,2
33,373,670,687017,1
34,207,702,1949,2
35,330,651,778200,4
36,307,646,16969,10
37,378,664,223529,2
38,244,664,231343,2
39,244,285,40754,2
40,278,295,8092,2
41,373,646,473395,2
42,274,428,47370,4
43,249,529,280783,1
44,236,526,5048,1
45,233,526,142119,1
46,253,516,269977,1
47,256,509,451261,1
48,177,678,156868,6
49,136,501,84421,2
