ID,WIDTH,HEIGHT,PROFIT,COPIES
0,183,417,69092,4
1,104,327,30219,2
2,152,629,5232,3
3,151,629,97345,4
4,151,366,44033,6
5,115,426,5329,2
6,111,462,23976,2
7,111,427,5082,2
8,92,399,36587,2
9,114,334,43215,2
10,197,401,17781,1
11,109,451,25154,6
12,108,451,9186,6
13,106,451,23136,2
14,125,188,2329,2
15,111,188,14020,1
16,182,371,116452,6
17,158,273,58618,2
18,271,465,26716,2
19,235,271,43091,2
20,191,271,77241,2
21,230,516,160078,4
22,205,531,10085,8
23,155,386,84035,1
24,249,328,75958,5
25,155,253,723,2
26,155,356,34150,4
27,229,617,62496,2
28,229,616,129541,2
29,167,312,88759,2
30,190,426,10426,1
31,218,454,285247,1
32,246,303,41925,1
33,138,371,63281,2
34,284,371,35586,1
35,371,388,225566,1
36,371,454,120277,1
37,166,306,91657,2
38,218,403,303960,1
39,164,559,131669,2
40,89,379,31622,1
41,405,680,156253,1
42,325,735,312852,1
43,172,174,12699,6
44,217,341,1003,1
45,154,329,4965,2
46,101,477,85857,1
47,212,393,34177,2
48,139,558,31702,3
49,335,736,414578,1
