ID,WIDTH,HEIGHT,PROFIT,COPIES
0,56,175,8648,2
1,80,262,6089,2
2,77,242,6433,2
3,77,77,5442,2
4,96,292,3504,4
5,62,398,51728,4
6,70,261,47451,2
7,79,259,64204,4
8,108,216,55314,2
9,65,328,56559,4
10,61,287,4568,6
11,64,286,28375,2
12,143,214,16145,1
13,65,257,15737,2
14,65,254,43659,2
15,65,249,23920,2
16,48,200,2019,2
17,119,214,6423,1
18,71,284,12972,2
19,78,275,17165,2
20,69,300,34352,4
21,77,275,15540,2
22,61,275,8533,4
23,60,275,54233,4
24,90,318,377,2
25,77,276,16746,2
26,86,340,103312,2
27,87,340,32864,2
28,84,287,31126,2
29,84,94,1239,4
30,84,285,1237,2
31,83,285,970,2
32,83,94,11387,2
33,90,285,49136,2
34,90,94,262,2
35,94,289,9979,2
36,94,94,8165,2
37,91,94,2024,8
38,89,94,8289,2
39,89,270,47405,2
40,92,285,32273,4
41,92,94,30424,6
42,91,289,85708,2
43,92,288,35194,2
44,91,285,3464,2
45,91,290,1333,2
46,83,340,4089,2
47,85,342,70760,2
48,84,338,22239,2
49,85,340,106339,6
