ID,WIDTH,HEIGHT,GROUP
0,14,12,0
1,9,4,1
2,2,5,2
3,9,14,3
4,14,9,3
5,2,9,3
6,13,3,4
7,17,3,4
8,17,8,4
9,10,4,4
10,7,2,5
11,5,6,6
12,4,2,6
13,5,6,6
14,2,6,7
15,5,28,8
16,18,3,8
17,30,5,8
18,6,6,8
19,4,18,9
20,1,1,9
21,18,7,9
22,14,4,10
23,8,25,10
24,14,4,11
25,4,2,11
26,12,3,11
27,5,11,12
28,9,24,12
29,26,10,12
30,5,1,13
31,19,12,13
32,7,25,13
33,8,5,14
34,6,2,14
35,4,3,14
36,17,4,14
37,9,3,14
38,5,7,15
39,4,1,15
40,14,10,16
41,1,4,16
42,7,4,16
43,3,5,16
44,7,18,17
45,9,13,17
46,10,13,18
47,12,9,18
48,4,4,18
