ID,WIDTH,HEIGHT,GROUP
0,8,12,0
1,8,3,0
2,3,7,0
3,2,1,0
4,5,11,0
5,7,10,0
6,7,4,0
7,1,11,1
8,8,9,1
9,4,8,1
10,2,7,1
11,4,11,2
12,7,4,2
13,1,9,2
14,4,3,2
15,4,8,2
16,5,10,2
17,8,8,2
18,6,8,3
19,8,3,3
20,1,1,3
21,3,12,3
22,2,3,3
23,3,2,3
24,3,8,3
25,4,11,4
26,7,8,4
27,3,11,5
28,7,1,5
29,1,4,5
30,4,5,5
31,4,5,5
32,8,4,5
33,5,11,6
34,7,12,6
35,6,8,7
36,3,10,7
37,3,10,8
38,6,11,8
39,8,2,8
40,8,11,8
41,1,8,8
42,5,6,8
43,6,12,9
44,3,4,9
45,3,10,9
46,8,8,9
47,3,3,9
48,2,6,9
49,6,3,10
50,1,9,10
51,8,7,10
52,3,8,10
53,6,5,10
54,7,7,10
55,5,8,10
56,3,1,11
57,7,2,11
58,7,12,11
59,7,12,11
