500
500000
332932	3
332575	11
331165	12
330511	20
329369	20
327812	5
327421	2
326256	8
325279	14
325019	9
324989	4
324917	17
323131	7
323098	20
322769	3
322569	4
321780	4
321747	7
321418	11
321356	19
320897	11
319613	7
319460	16
318526	8
318277	15
316820	4
316558	6
316301	14
316018	10
314382	17
313370	18
313244	7
312699	10
312215	12
312112	14
311950	19
311609	9
311137	19
310098	2
309822	7
308866	3
308460	10
308389	9
307233	15
306895	8
306260	18
306250	15
305824	8
305421	12
303529	1
302405	17
302050	3
301715	4
301156	20
297806	13
297805	13
296078	13
295621	12
295552	13
295343	9
293792	4
293437	15
293293	9
292300	4
290106	2
289526	17
287309	20
286198	20
284761	13
284728	3
284155	5
283429	10
283333	16
282670	12
282128	14
281930	11
281713	8
281244	18
281043	14
279851	15
279772	18
279283	10
277496	20
277341	8
276968	6
276570	16
275642	4
275432	7
275317	10
275228	13
273076	17
272789	20
272404	18
271790	19
270980	15
270506	14
270430	3
267784	19
267339	5
267299	2
267116	10
266148	3
264291	8
260835	13
259068	7
257181	1
255467	2
255337	15
254686	10
253268	4
253258	6
252618	2
252258	16
251417	17
250644	4
248171	12
246528	14
245964	10
245342	16
245221	16
243396	8
242497	3
241616	19
241239	18
241025	10
240862	14
240802	18
240063	18
238893	2
237688	2
237192	19
237140	7
236879	4
236271	5
236137	3
236092	5
235606	14
235381	5
235302	11
235141	16
234627	8
233567	8
233423	14
232152	14
231396	19
230267	11
230036	3
229472	4
229366	20
229307	5
229293	10
228659	13
228066	15
227773	11
227654	7
226960	8
226921	8
226705	14
225702	11
224977	4
223307	14
223084	1
222882	1
221520	13
221401	20
221233	8
220012	15
219810	19
219584	6
218967	6
218698	2
218230	5
218225	18
218037	4
216652	2
216372	18
215020	5
214650	15
214400	3
214085	6
213930	4
212590	8
212557	4
211740	14
211144	6
210811	13
209599	15
209504	18
206143	12
205972	16
205887	8
205569	13
204591	7
204394	11
204353	20
203896	18
203599	15
202935	16
202605	1
202037	4
201338	13
200420	7
198768	14
197944	16
197845	20
197343	17
196001	9
195713	6
194943	1
193835	18
193509	7
192045	6
191709	13
191619	8
190586	16
190108	8
189759	1
188980	13
188714	10
188436	10
187351	5
187085	14
186736	10
185610	2
184997	17
184790	9
182361	20
182294	19
181667	10
181444	9
179882	12
179733	5
179580	4
178657	20
177472	18
177307	8
176181	4
174698	7
174562	14
174457	5
172235	11
172062	14
171731	20
170825	3
170817	12
170636	14
170516	13
169641	20
168870	5
167680	3
167616	19
167532	14
167193	11
166677	7
166643	1
166592	14
166397	11
165835	7
164959	19
164250	13
163947	19
162778	5
161841	6
161045	20
160954	13
160317	5
159205	3
158339	6
158055	14
157746	3
157708	9
157562	5
156971	13
156534	7
156271	16
155922	20
155248	17
154455	19
153878	3
151954	9
150478	10
150384	12
149969	6
149458	15
149226	1
146910	15
145706	17
144876	8
144478	1
143936	7
143813	8
142685	5
141560	12
140716	4
140164	20
139281	2
138792	7
138110	15
138034	16
137768	2
136751	8
135720	10
134465	20
132980	2
132506	5
132360	13
130669	3
128682	3
128443	8
128095	5
126791	6
126049	4
125595	15
124203	20
123481	3
122963	17
122177	7
121546	15
120825	8
120465	13
120445	19
120431	5
120276	3
119654	13
119429	5
119110	12
118770	17
115101	8
114031	3
112968	9
111361	18
111110	13
109771	13
109465	2
108518	4
107967	5
107252	1
106961	20
106293	15
106257	5
106186	9
106180	1
105689	2
105436	5
105356	2
104979	19
102284	3
101941	2
101818	9
101576	12
100723	20
99680	6
99037	8
98443	13
97772	17
96628	16
95699	18
94850	4
94740	18
94325	19
93142	10
91476	19
90045	20
89780	15
89346	9
89336	5
87556	6
86877	7
86032	11
85884	20
85761	15
84813	8
84757	6
84198	19
83938	13
82377	5
82376	8
81336	20
81335	4
80720	19
80299	5
80126	14
79092	20
78727	6
77824	3
77235	11
76803	7
75914	4
75472	11
74337	15
74140	1
74021	3
72690	16
72325	2
71822	4
71533	2
71123	15
69026	2
68651	15
68200	4
68198	9
67926	17
67627	19
67394	10
67216	5
65310	6
64917	6
64423	20
63969	12
63931	18
63634	15
63448	11
61821	4
60774	4
58964	5
58117	14
57976	6
57622	10
56934	16
56258	15
56216	13
56050	9
55671	5
55322	13
53963	17
53317	2
52674	2
52359	10
50760	19
50441	10
50217	19
50052	7
49631	13
48995	20
47482	5
45968	20
45692	5
45352	5
45010	16
44832	15
43570	12
43283	7
42267	12
41694	5
41449	6
41016	3
40871	17
38713	19
36497	14
35859	9
34509	20
32978	16
32869	19
32799	16
31528	16
30543	6
30332	3
30161	11
29794	17
29217	10
27292	19
26555	9
24964	16
24508	9
23562	4
22765	19
21918	5
21098	5
20662	5
20354	5
20283	1
19766	1
18305	4
18240	1
18187	7
17634	2
17449	4
16771	6
15594	14
15143	6
14992	3
14734	7
14620	9
14193	7
13447	17
11641	13
11585	12
11549	7
11446	4
11206	6
9730	20
8876	14
7097	12
6782	10
6029	6
5680	7
4692	8
4470	19
3952	15
3587	20
