250
1500000
999940	19
997251	1
996704	20
991401	3
985089	5
974893	18
972581	17
970411	8
969393	19
969208	14
966890	3
965405	3
962917	1
961255	17
957072	8
956792	18
956114	6
948861	20
944579	14
936896	18
936611	13
934879	9
934311	11
929705	2
924387	2
922963	9
922256	2
921219	7
917988	13
916951	17
915753	20
912821	14
908195	2
907247	9
906430	12
892304	16
888014	5
886479	3
886237	1
883109	10
880516	20
874242	9
871012	20
868239	18
865591	3
865238	5
863269	7
862729	17
861713	4
861163	20
859111	18
855379	2
854993	15
854643	1
852556	3
848101	2
846933	8
845293	14
837205	13
835283	10
831201	18
826796	4
823532	11
813187	10
811333	19
807115	12
805065	2
794233	16
793528	16
792949	7
789429	15
787901	12
786168	7
781610	1
780358	13
780343	6
773088	11
772818	14
772779	5
771554	20
766513	15
766453	11
762406	9
754623	11
746372	8
739472	16
739138	11
737581	7
734750	15
730474	16
718594	4
712372	15
708098	8
705550	12
700426	3
694203	3
690411	8
690402	19
680059	1
677182	1
676049	13
673583	6
669718	15
664944	4
659982	17
656029	19
653099	16
651446	11
649024	12
644585	4
644207	1
637341	2
635613	20
626223	6
621879	6
621566	6
620200	9
614954	16
603668	7
599632	4
599009	11
590970	1
590674	3
587505	20
586732	2
583331	9
583240	15
580087	20
576314	15
572292	18
572036	1
568762	6
565965	12
565530	1
561932	17
560252	13
558003	13
555779	4
553357	17
544582	16
542769	7
533611	13
530815	4
528542	12
524803	1
521881	13
518924	19
514535	13
513067	11
511486	9
511270	6
511213	14
502758	7
501035	14
497549	3
494552	3
491027	14
485205	9
477399	6
475489	4
474271	10
472339	2
468198	3
467690	19
462759	9
459572	10
453091	6
439053	13
437908	3
436508	18
433207	5
424591	18
416869	1
416675	17
415734	2
412429	3
406714	6
405228	18
398962	6
397953	10
394595	4
393003	9
382394	20
381208	7
375040	10
369066	2
368845	17
368820	16
367739	4
366102	15
362763	3
361156	19
358814	15
356328	8
345808	14
341575	15
340919	13
340254	6
336714	1
335323	15
334500	1
333276	10
331126	12
330255	14
330165	20
324933	7
324519	10
322971	14
319201	3
317853	8
315109	12
313701	7
311167	8
294015	3
293248	17
287518	20
284878	4
283782	15
279982	8
278576	15
277474	7
275680	4
274513	9
268987	1
264169	10
262961	8
262077	7
257378	16
257290	17
256714	5
250992	19
248119	15
247026	6
246875	3
245979	1
243168	6
235795	8
232573	14
232368	12
232012	3
226710	12
225330	12
225179	12
222995	10
219718	11
212457	3
210059	6
208065	2
207536	8
205142	13
