250
500000
333069	3
332671	5
332042	16
330881	3
329860	10
329462	1
329437	13
326909	7
326814	7
323839	5
323486	6
322900	20
320213	17
318514	12
317154	19
316861	12
313794	18
313651	18
312560	5
312211	11
312098	8
310988	16
310845	13
310834	11
309968	10
308375	15
307534	8
307426	3
307380	4
305371	1
305204	13
304314	2
302293	6
299051	10
298311	15
297816	1
297344	17
292947	7
291596	14
287134	3
286645	3
284158	2
283880	9
282334	19
281993	6
281822	5
281715	17
279356	10
278184	8
277629	10
271819	19
270169	7
270012	11
267011	19
266376	12
265992	20
265645	1
263793	4
262692	10
262644	6
262118	18
262084	7
260321	13
260304	12
259814	10
258963	4
258302	13
257460	12
254600	6
254104	14
253859	3
253816	11
253552	10
252306	13
250628	10
249439	17
249127	20
249052	12
247620	2
247078	15
243718	3
243268	20
241056	14
240297	20
239831	3
239709	20
237820	8
236317	20
235021	4
232283	12
231283	5
230546	10
228811	10
226424	7
226027	4
224788	4
224663	5
222156	13
221876	14
220877	13
220534	16
219607	6
219171	20
216873	10
215192	17
213107	20
210677	14
210515	5
210456	13
210387	1
209135	1
208397	2
208107	5
206484	15
206459	11
206062	2
205547	12
205198	14
204663	19
204186	12
204154	18
204070	19
203429	4
203259	6
201430	12
200864	8
200705	16
198907	19
196816	3
196402	16
196116	12
195531	13
195393	8
193110	6
192284	4
190837	20
190151	17
187205	13
186005	6
185158	20
185082	5
183907	8
183078	1
182545	17
181047	8
180289	18
180178	2
179865	11
179815	9
177478	20
176510	6
174878	15
174077	10
173197	11
171314	5
169871	4
168620	2
167915	8
167031	16
165460	6
165425	12
161024	9
160747	18
160197	4
159907	6
159410	10
158553	19
157789	11
156104	18
154743	3
154591	20
154553	14
153241	8
152501	2
151550	18
151039	5
150266	12
148180	8
146394	2
146360	9
145144	15
144061	8
134773	18
133758	13
133194	16
131991	12
130356	16
130202	4
129526	7
129240	8
128368	15
127586	17
126889	17
126239	17
124970	14
124890	17
124789	4
122031	9
121872	15
121848	8
121104	6
120827	5
119833	1
118346	8
117287	2
114429	7
113271	8
113262	17
112340	10
112266	12
112147	11
110862	5
110582	1
110148	11
109054	4
106666	4
106629	5
105417	14
105374	9
104275	3
104270	18
103337	17
102479	1
102327	9
101786	3
100973	15
97859	8
96772	7
95467	6
94542	15
92055	5
92051	15
90271	3
88731	5
86646	7
85952	15
85921	1
80512	1
79081	6
78767	19
78684	1
78611	15
76511	5
76417	20
75586	20
75407	3
72049	20
71186	4
68765	15
66809	2
