125
1500000
996734	8
995265	20
985665	9
979686	17
965146	19
956969	9
922571	12
906296	6
899035	20
891619	5
890809	18
883813	1
883124	10
879047	16
871162	19
870754	16
865713	9
857602	6
849253	1
841043	6
840784	19
839380	1
831542	12
816253	6
815996	15
799833	18
788920	18
787992	18
782627	16
781904	20
752857	19
748886	17
732338	17
724239	8
720743	1
719146	1
717941	15
710007	3
696471	9
678797	17
676324	10
674393	16
673251	15
671121	6
651580	5
646466	1
638965	14
624271	18
620538	9
616867	4
602419	17
598842	13
590155	1
587260	1
545353	6
542933	17
540577	4
538545	3
515697	10
515481	12
512066	6
509758	18
503545	10
501272	10
500553	1
491978	4
490322	13
488325	9
484303	14
466821	14
442488	13
425792	6
413942	8
403915	9
401354	1
391231	9
382592	8
374905	5
371324	6
361970	3
355768	14
352172	12
346562	1
342260	5
340120	11
335816	13
325725	9
307788	16
305917	18
304873	11
304009	5
301072	9
295415	6
275995	5
275399	2
252820	11
252411	1
241439	17
220524	20
211779	5
210345	3
210285	1
210261	19
203452	11
195468	20
189607	10
188226	10
156758	5
154534	11
131444	16
130539	4
129967	2
129917	16
128389	14
126681	9
111012	18
82788	20
70001	20
65456	20
47258	8
43373	15
30379	4
19197	17
17552	3
13464	2
