250
500000
332599	9
329912	16
329461	19
327150	15
325746	11
325564	18
324633	17
324499	11
324404	13
320632	14
318555	6
317272	3
313880	1
308209	11
307615	5
306581	12
305558	19
302039	4
301508	6
299868	13
298848	1
298325	12
297461	6
295362	1
294579	19
290304	1
289103	5
286654	11
285986	16
285721	13
283591	4
282880	13
281744	2
280628	16
280474	10
280391	7
279267	3
278524	3
278386	18
275458	9
274915	1
274760	8
274756	2
269140	1
269116	3
268467	11
266248	1
264176	19
258433	9
256923	15
255041	14
254669	12
252334	8
250771	20
250589	11
247923	20
247392	18
243681	18
243441	20
239145	15
238536	10
236519	16
236299	19
234783	8
229716	12
229351	20
228964	8
227094	1
226569	15
226196	8
224808	14
223374	10
223255	7
222483	12
222302	3
220959	16
220734	8
220555	9
218675	16
217607	2
216762	13
215811	1
215649	16
213979	11
213176	15
212795	3
212195	4
209567	15
207408	4
206106	1
205962	1
204750	15
202863	4
202237	17
201790	7
201747	18
201232	7
200526	9
198504	9
197356	16
194776	16
193998	12
193774	8
192409	11
189675	10
188140	19
182654	2
182426	4
180693	20
180367	9
180300	10
178970	16
178446	15
177963	19
175026	8
174499	14
174032	4
173287	14
173135	12
171040	2
170550	13
170169	13
169483	17
169265	8
169164	13
168363	13
167181	20
165657	2
163805	20
162208	13
161867	7
159420	9
159309	1
159016	12
157504	1
157326	20
157292	20
156317	5
156149	14
155445	11
155134	8
153799	15
152283	11
151459	12
149993	6
149574	6
149501	9
149407	13
148110	10
147611	3
147170	7
147004	10
146144	4
145253	12
144830	10
144046	18
142944	1
141972	2
141138	16
139514	10
139422	20
139379	16
135453	17
132800	1
132578	19
132222	19
131508	4
129810	9
122626	16
122235	15
121453	9
117547	4
115572	2
114027	9
113955	18
113673	11
112239	12
111478	9
109194	17
107358	1
103175	7
101926	7
98473	13
96977	5
96668	1
93957	18
92756	8
90866	16
89952	4
88263	10
88140	1
87386	18
86171	8
81618	10
78868	11
78667	10
78566	2
78100	20
75680	9
75430	6
74714	19
74036	1
72305	15
72240	4
71974	15
70994	20
69060	7
69024	16
68780	11
68055	7
65290	15
65200	7
64040	8
63220	1
62552	18
61926	9
60423	5
59050	2
57120	6
51410	13
51114	1
47313	18
47261	10
45798	7
45435	12
45318	11
45034	3
43951	8
43741	2
43504	12
41050	9
39181	2
39149	10
37761	13
37243	1
36076	6
26393	17
23674	9
22937	17
21925	13
16692	10
16104	3
14932	6
14844	7
14322	7
9056	14
7751	14
7146	2
6649	11
4452	5
