250
1500000
998113	3
991174	3
991125	20
989705	13
988695	7
988673	10
983831	13
977932	12
976830	10
974601	13
971770	14
970693	5
969896	5
965655	8
963855	18
963331	10
960637	13
960616	18
958784	13
958354	9
957782	10
955473	2
953954	5
950753	12
948228	13
946012	20
941117	9
940312	18
938717	19
934799	8
933308	20
926788	2
924044	11
923840	12
921657	3
919790	9
916007	17
913639	16
912391	16
900583	4
896222	11
888763	4
885326	19
885237	5
885051	2
881671	2
881408	11
881103	2
878161	8
875809	3
868495	2
866149	17
863383	5
859984	6
859445	11
857685	11
857549	3
856931	9
854485	15
851361	2
846360	18
845654	8
842809	13
832410	16
828648	15
825300	17
822609	15
821930	16
819378	9
818950	9
818861	13
812273	3
809453	1
806164	12
803333	17
800734	4
795316	4
788924	7
786519	3
786319	18
783558	19
779456	11
776298	11
764630	18
760519	5
760373	17
758483	8
748364	18
746947	17
743743	2
742662	15
742216	1
740074	1
737050	7
730936	1
717303	14
714584	8
713652	12
707451	18
704801	17
686712	9
686312	3
684980	8
678098	3
675218	1
671657	3
671240	8
669359	5
668537	19
668026	17
661325	8
652929	12
650724	10
649303	19
649015	14
647487	15
644723	15
643765	8
643232	20
640244	10
638720	19
635394	9
629787	6
619582	16
618447	3
611807	8
611252	18
601858	20
601237	8
599823	7
599381	13
597239	4
583445	7
581672	5
578891	1
576457	20
576431	10
569447	4
565910	14
565891	16
563989	16
562090	5
554818	18
553153	7
551286	13
528191	7
526579	14
525383	17
516599	8
514351	1
504647	14
497901	16
494559	7
493868	13
487523	14
487507	15
483088	20
481295	20
479950	11
472156	14
470120	19
467774	17
464599	12
463552	13
457771	17
451768	3
447777	15
445397	12
439808	2
439711	7
439258	16
437825	10
432570	18
428592	7
424971	20
420730	18
418881	5
418788	18
413971	2
409383	14
404860	18
403714	8
393839	19
392647	8
391754	10
391735	18
386986	2
377278	4
376984	1
373783	11
372008	18
367113	12
365408	19
342019	11
337078	2
336234	11
334666	7
330837	18
330762	12
329568	19
326028	9
325864	4
324914	16
324836	19
324580	6
323027	6
322682	4
320838	8
312080	12
310148	12
305773	1
294923	6
290615	14
290404	20
284978	7
282817	8
280836	3
280473	8
277109	11
275621	16
273862	17
271466	10
271043	11
265967	15
265839	18
264259	2
260852	12
259695	8
257284	12
257100	16
250475	11
248769	11
248707	10
247804	7
242997	3
241103	8
232469	9
229149	15
228901	8
228545	3
228330	1
227979	4
222717	3
222359	16
222230	12
218963	2
215927	14
214235	13
209522	2
202117	20
