500 1000 50
135 327 44145 1
102 192 19584 6
70 203 14210 3
117 327 38259 1
105 204 21420 2
105 231 24255 10
106 127 13462 2
237 324 76788 2
220 305 67100 2
159 298 47382 2
62 112 6944 2
136 361 49096 2
164 315 51660 1
237 312 73944 2
204 339 69156 2
144 187 26928 2
140 356 49840 1
133 339 45087 12
120 170 20400 2
76 109 8284 2
157 365 57305 8
121 345 41745 4
182 324 58968 2
186 311 57846 2
67 60 4020 8
166 340 56440 2
133 302 40166 2
124 328 40672 4
130 282 36660 4
162 352 57024 2
233 381 88773 6
173 357 61761 2
183 337 61671 4
124 178 22072 2
112 377 42224 2
188 356 66928 4
147 367 53949 2
141 161 22701 2
125 137 17125 2
172 309 53148 4
136 168 22848 2
133 185 24605 4
85 123 10455 2
177 296 52392 2
116 349 40484 6
247 330 81510 2
232 333 77256 2
101 108 10908 2
198 232 45936 8
175 212 37100 6
