1000 2000 50
165 705 116325 4
165 630 103950 6
151 376 56776 2
164 337 55268 4
137 640 87680 2
139 712 98968 2
186 210 39060 3
122 350 42700 2
140 356 49840 2
134 377 50518 2
124 381 47244 2
195 422 82290 2
192 624 119808 2
168 591 99288 2
144 630 90720 1
125 268 33500 4
193 527 101711 1
184 460 84640 1
182 560 101920 2
136 246 33456 2
128 350 44800 4
72 136 9792 1
113 417 47121 12
147 533 78351 2
209 430 89870 1
159 374 59466 12
122 571 69662 4
182 242 44044 2
159 529 84111 4
177 487 86199 2
202 592 119584 1
154 389 59906 14
161 301 48461 2
159 544 86496 2
504 736 370944 3
171 304 51984 3
171 465 79515 4
213 483 102879 2
164 274 44936 2
142 270 38340 1
151 375 56625 14
130 231 30030 1
139 552 76728 2
265 376 99640 1
251 335 84085 1
162 733 118746 2
221 731 161551 4
115 542 62330 2
135 528 71280 1
91 460 41860 1
