500 1000 50
94 321 30174 1
182 233 42406 1
132 392 51744 1
65 250 16250 1
72 369 26568 1
73 81 5913 1
90 197 17730 1
190 349 66310 1
161 313 50393 6
159 162 25758 2
141 181 25521 4
172 346 59512 7
132 156 20592 4
139 352 48928 6
124 315 39060 3
233 320 74560 3
179 184 32936 2
196 357 69972 8
111 311 34521 2
113 132 14916 6
146 357 52122 4
167 342 57114 2
146 319 46574 2
132 286 37752 1
117 177 20709 2
74 122 9028 2
209 348 72732 1
218 329 71722 1
186 342 63612 2
205 358 73390 2
233 342 79686 2
157 358 56206 3
147 324 47628 2
144 300 43200 2
164 280 45920 2
242 294 71148 2
106 126 13356 2
127 300 38100 4
194 353 68482 4
123 299 36777 6
145 135 19575 2
146 340 49640 6
125 197 24625 2
123 165 20295 8
180 377 67860 2
103 376 38728 2
113 314 35482 2
220 288 63360 2
154 292 44968 2
147 323 47481 2
