1000 2000 150
283 655 185365 2
326 572 186472 2
470 581 273070 2
222 256 56832 2
263 619 162797 4
400 642 256800 4
261 686 179046 6
287 262 75194 2
324 629 203796 6
264 415 109560 2
226 311 70286 8
309 672 207648 2
206 696 143376 2
235 623 146405 2
383 559 214097 2
309 645 199305 2
297 580 172260 2
257 341 87637 2
314 673 211322 2
281 324 91044 2
252 301 75852 2
146 311 45406 2
171 321 54891 2
230 288 66240 2
326 560 182560 2
525 752 394800 2
511 628 320908 2
439 738 323982 2
451 684 308484 2
388 689 267332 2
266 719 191254 2
391 602 235382 2
292 625 182500 4
217 271 58807 2
287 727 208649 4
253 256 64768 6
349 614 214286 2
330 608 200640 2
309 632 195288 2
309 341 105369 2
304 486 147744 2
233 491 114403 2
174 280 48720 2
344 541 186104 2
338 624 210912 8
208 642 133536 2
97 243 23571 1
125 389 48625 3
186 219 40734 1
125 159 19875 1
89 119 10591 1
146 395 57670 2
234 763 178542 1
79 728 57512 2
214 728 155792 1
161 402 64722 8
141 559 78819 2
225 553 124425 1
166 344 57104 2
176 277 48752 2
312 395 123240 2
166 295 48970 6
155 428 66340 4
203 468 95004 2
165 523 86295 3
181 517 93577 2
178 548 97544 2
169 312 52728 6
139 436 60604 2
140 439 61460 2
136 427 58072 2
135 419 56565 2
172 406 69832 2
176 412 72512 4
192 628 120576 1
169 334 56446 2
175 327 57225 2
144 571 82224 6
184 326 59984 2
174 381 66294 6
206 401 82606 4
178 455 80990 4
166 455 75530 2
157 485 76145 2
234 555 129870 1
219 347 75993 2
206 281 57886 6
172 609 104748 2
154 603 92862 4
134 195 26130 2
222 593 131646 1
90 621 55890 1
186 741 137826 6
210 306 64260 4
84 202 16968 1
219 385 84315 2
211 222 46842 2
207 302 62514 2
138 402 55476 3
145 299 43355 6
194 241 46754 3
135 388 52380 2
135 451 60885 2
165 576 95040 8
157 566 88862 2
174 592 103008 2
246 732 180072 1
214 399 85386 2
222 349 77478 1
210 335 70350 4
248 256 63488 1
275 438 120450 1
119 250 29750 4
137 398 54526 4
140 409 57260 2
124 354 43896 2
122 454 55388 2
334 426 142284 4
120 319 38280 2
181 332 60092 2
172 297 51084 2
167 582 97194 2
211 485 102335 2
126 237 29862 6
98 373 36554 2
190 443 84170 2
93 440 40920 2
105 384 40320 2
175 402 70350 3
144 276 39744 2
199 370 73630 2
139 308 42812 2
114 547 62358 2
108 544 58752 2
91 170 15470 1
164 181 29684 1
123 509 62607 2
154 435 66990 4
127 471 59817 2
96 444 42624 2
135 331 44685 1
159 595 94605 1
92 168 15456 1
134 419 56146 6
145 159 23055 2
141 379 53439 2
241 265 63865 1
112 483 54096 2
127 447 56769 2
127 565 71755 2
