1000 2000 100
282 298 84036 4
177 209 36993 1
222 325 72150 2
290 313 90770 1
247 324 80028 2
135 249 33615 2
209 366 76494 2
183 356 65148 2
168 377 63336 2
191 316 60356 1
120 453 54360 4
251 399 100149 2
286 564 161304 1
261 325 84825 1
374 573 214302 2
384 631 242304 2
266 291 77406 2
201 287 57687 3
314 366 114924 2
273 680 185640 4
294 449 132006 2
280 673 188440 4
291 291 84681 2
227 589 133703 12
220 348 76560 2
182 589 107198 4
149 262 39038 2
255 586 149430 1
299 474 141726 2
140 722 101080 6
124 578 71672 6
105 362 38010 1
101 163 16463 3
174 182 31668 1
201 375 75375 1
138 462 63756 1
160 253 40480 1
311 674 209614 1
167 524 87508 1
196 441 86436 1
437 411 179607 4
250 354 88500 2
202 363 73326 4
150 698 104700 2
97 585 56745 2
78 140 10920 1
249 393 97857 2
179 383 68557 4
150 605 90750 8
224 630 141120 4
172 644 110768 2
137 647 88639 2
130 618 80340 2
127 340 43180 2
275 713 196075 1
208 399 82992 1
448 438 196224 2
110 308 33880 5
157 621 97497 4
155 415 64325 3
150 321 48150 1
198 261 51678 1
180 218 39240 1
71 341 24211 1
217 750 162750 4
236 229 54044 4
220 245 53900 1
86 459 39474 4
82 429 35178 2
137 360 49320 2
291 570 165870 1
163 360 58680 3
152 686 104272 2
131 502 65762 2
147 255 37485 1
249 625 155625 1
73 696 50808 1
190 585 111150 2
161 356 57316 2
137 309 42333 10
146 156 22776 1
126 487 61362 2
108 437 47196 2
232 553 128296 1
143 296 42328 3
194 442 85748 1
288 308 88704 2
141 264 37224 4
124 473 58652 2
142 565 80230 2
178 342 60876 2
222 472 104784 1
146 776 113296 1
210 227 47670 1
248 476 118048 1
220 430 94600 1
158 200 31600 1
94 374 35156 2
228 456 103968 1
164 538 88232 2
