500 1000 50
147 177 26019 2
165 310 51150 1
154 324 49896 1
60 267 16020 2
65 87 5655 3
64 124 7936 1
92 204 18768 1
69 126 8694 1
73 323 23579 1
63 197 12411 1
65 174 11310 2
62 220 13640 2
92 194 17848 6
88 252 22176 6
72 298 21456 2
51 165 8415 2
84 277 23268 2
71 218 15478 2
74 83 6142 2
103 290 29870 4
64 395 25280 4
75 241 18075 2
85 279 23715 4
114 206 23484 2
65 325 21125 4
56 307 17192 6
61 281 17141 2
153 197 30141 1
65 255 16575 2
64 232 14848 2
67 253 16951 2
48 210 10080 2
130 220 28600 1
78 298 23244 2
74 259 19166 2
70 285 19950 4
83 253 20999 2
65 280 18200 4
59 291 17169 4
85 312 26520 2
78 292 22776 2
80 343 27440 2
93 350 32550 2
89 292 25988 2
84 98 8232 4
78 287 22386 2
91 296 26936 2
75 101 7575 2
90 268 24120 2
93 94 8742 2
