1000 2000 100
162 357 57834 3
159 249 39591 1
148 229 33892 1
177 606 107262 1
161 215 34615 2
208 395 82160 4
209 334 69806 4
208 255 53040 4
154 664 102256 2
150 418 62700 4
135 425 57375 4
183 425 77775 6
159 396 62964 6
175 329 57575 2
150 642 96300 2
191 337 64367 6
181 372 67332 3
190 329 62510 1
184 635 116840 1
75 559 41925 1
134 613 82142 6
91 396 36036 1
174 246 42804 1
134 240 32160 2
197 529 104213 2
144 573 82512 2
178 585 104130 2
233 481 112073 1
358 696 249168 1
204 650 132600 1
171 240 41040 2
345 553 190785 1
173 411 71103 1
234 553 129402 1
245 466 114170 2
244 448 109312 2
218 460 100280 2
147 281 41307 1
100 144 14400 1
168 456 76608 4
238 604 143752 1
337 602 202874 1
313 397 124261 1
204 561 114444 2
161 740 119140 2
227 370 83990 3
287 698 200326 1
237 565 133905 1
220 728 160160 2
298 527 157046 2
201 580 116580 1
202 556 112312 1
403 670 270010 1
362 683 247246 2
269 322 86618 2
264 651 171864 2
300 329 98700 1
259 670 173530 1
207 247 51129 2
272 639 173808 6
282 672 189504 2
403 712 286936 4
358 704 252032 2
307 614 188498 2
182 605 110110 2
317 679 215243 1
289 634 183226 1
309 591 182619 2
231 560 129360 2
253 659 166727 4
359 457 164063 2
232 640 148480 2
322 732 235704 3
183 413 75579 2
270 335 90450 2
297 718 213246 1
232 429 99528 2
262 317 83054 6
270 453 122310 4
248 320 79360 6
391 376 147016 2
126 260 32760 16
396 646 255816 2
186 257 47802 2
167 558 93186 2
442 424 187408 2
442 471 208182 2
257 461 118477 2
344 658 226352 2
315 683 215145 3
179 197 35263 2
340 638 216920 2
277 723 200271 2
263 606 159378 2
345 702 242190 2
290 786 227940 2
308 691 212828 2
186 289 53754 2
244 645 157380 2
344 724 249056 2
