1000 2000 50
135 528 71280 1
91 460 41860 1
272 498 135456 1
149 537 80013 4
172 155 26660 4
152 282 42864 2
211 358 75538 3
162 517 83754 1
168 552 92736 1
115 731 84065 2
201 687 138087 2
150 597 89550 2
184 673 123832 3
165 479 79035 4
163 163 26569 4
118 481 56758 16
336 621 208656 2
276 379 104604 2
347 420 145740 2
394 695 273830 6
134 442 59228 2
116 372 43152 2
164 273 44772 2
140 406 56840 2
121 284 34364 2
120 324 38880 2
122 232 28304 2
233 286 66638 2
156 399 62244 2
135 599 80865 2
118 541 63838 2
143 483 69069 2
176 557 98032 2
105 542 56910 2
171 357 61047 6
174 370 64380 2
137 338 46306 18
85 222 18870 2
94 206 19364 2
146 411 60006 30
260 306 79560 1
263 340 89420 3
126 345 43470 16
139 723 100497 2
138 305 42090 2
134 407 54538 6
189 520 98280 4
301 607 182707 4
331 316 104596 2
283 462 130746 1
