1000 2000 100
229 324 74196 2
230 694 159620 2
522 738 385236 3
348 672 233856 2
284 353 100252 2
332 622 206504 2
303 323 97869 2
374 615 230010 1
202 683 137966 2
262 252 66024 2
297 690 204930 4
167 234 39078 4
303 627 189981 4
297 634 188298 2
355 464 164720 2
310 709 219790 2
289 311 89879 2
207 683 141381 2
321 651 208971 4
169 315 53235 2
210 500 105000 8
339 664 225096 2
372 704 261888 4
360 646 232560 2
280 382 106960 2
280 712 199360 2
267 537 143379 1
252 664 167328 2
257 304 78128 4
199 656 130544 2
235 699 164265 2
210 255 53550 2
191 770 147070 2
651 718 467418 6
249 657 163593 1
301 411 123711 1
298 364 108472 1
119 389 46291 1
119 527 62713 2
187 519 97053 1
103 122 12566 1
231 359 82929 4
305 644 196420 1
128 657 84096 1
141 365 51465 2
166 369 61254 2
173 213 36849 1
158 220 34760 1
150 648 97200 2
144 355 51120 2
97 209 20273 1
164 227 37228 1
188 541 101708 2
171 380 64980 2
201 343 68943 6
203 274 55622 2
268 318 85224 2
221 706 156026 1
222 319 70818 1
251 552 138552 1
111 310 34410 1
248 412 102176 1
265 386 102290 1
253 378 95634 1
218 578 126004 1
302 612 184824 1
236 571 134756 1
224 450 100800 1
248 420 104160 1
218 724 157832 1
228 722 164616 1
287 440 126280 1
258 416 107328 1
260 298 77480 1
271 282 76422 1
144 572 82368 1
381 663 252603 1
290 326 94540 1
247 658 162526 1
257 608 156256 1
213 689 146757 1
185 333 61605 1
318 712 226416 1
167 735 122745 1
176 331 58256 4
168 337 56616 2
116 341 39556 1
235 546 128310 2
99 558 55242 2
131 228 29868 1
181 582 105342 1
236 421 99356 1
141 341 48081 4
141 340 47940 4
136 607 82552 2
140 402 56280 2
180 413 74340 9
168 671 112728 2
192 356 68352 8
198 281 55638 2
