1000 2000 150
80 349 27920 4
141 182 25662 5
150 196 29400 2
132 842 111144 1
185 173 32005 1
106 465 49290 2
99 511 50589 2
117 555 64935 2
195 329 64155 1
198 428 84744 8
77 140 10780 1
217 697 151249 1
79 671 53009 1
140 325 45500 6
121 221 26741 3
186 434 80724 1
127 437 55499 2
109 519 56571 2
86 351 30186 1
106 421 44626 2
132 532 70224 6
236 268 63248 2
169 437 73853 4
97 311 30167 2
159 567 90153 3
139 660 91740 4
163 391 63733 6
111 451 50061 2
117 508 59436 2
114 439 50046 2
91 368 33488 2
117 331 38727 2
212 437 92644 1
102 447 45594 6
112 482 53984 6
103 433 44599 2
126 175 22050 2
119 177 21063 1
194 346 67124 6
159 249 39591 2
276 461 127236 2
212 258 54696 2
184 273 50232 2
243 511 124173 4
213 489 104157 8
140 424 59360 1
245 354 86730 5
142 243 34506 2
140 321 44940 4
218 666 145188 2
235 652 153220 2
162 330 53460 2
195 409 79755 1
216 494 106704 1
250 315 78750 1
140 400 56000 2
312 338 105456 1
346 422 146012 1
342 494 168948 1
179 330 59070 2
231 431 99561 1
153 598 91494 2
82 394 32308 1
381 734 279654 1
299 742 221858 1
173 159 27507 6
207 358 74106 1
163 361 58843 2
92 515 47380 1
193 432 83376 2
135 508 68580 3
338 809 273442 1
405 536 217080 1
224 476 106624 1
200 405 81000 1
177 198 35046 1
200 387 77400 1
156 270 42120 2
145 564 81780 1
164 383 62812 1
494 575 284050 1
277 600 166200 1
259 325 84175 1
169 283 47827 1
305 681 207705 1
165 315 51975 8
143 543 77649 1
241 338 81458 1
219 456 99864 1
166 455 75530 1
136 258 35088 2
270 682 184140 1
238 316 75208 1
151 414 62514 9
288 405 116640 1
353 400 141200 1
201 332 66732 1
154 431 66374 3
189 273 51597 1
276 336 92736 1
93 411 38223 1
230 696 160080 1
208 336 69888 2
223 678 151194 2
304 618 187872 2
165 272 44880 1
129 397 51213 1
157 267 41919 1
145 525 76125 2
211 307 64777 3
209 290 60610 1
138 423 58374 2
136 365 49640 4
132 353 46596 8
138 279 38502 2
103 495 50985 6
146 434 63364 8
172 369 63468 3
150 312 46800 4
182 357 64974 2
151 303 45753 3
184 294 54096 2
185 333 61605 3
177 249 44073 2
158 614 97012 2
124 434 53816 2
190 474 90060 2
88 455 40040 2
141 383 54003 2
146 421 61466 4
132 431 56892 4
160 322 51520 3
152 253 38456 3
154 554 85316 2
146 490 71540 4
132 537 70884 2
145 558 80910 2
228 507 115596 2
129 434 55986 2
172 284 48848 2
127 276 35052 6
173 558 96534 4
203 496 100688 1
109 319 34771 2
99 388 38412 2
327 556 181812 2
258 689 177762 1
143 315 45045 1
131 427 55937 6
233 437 101821 2
