1000 2000 150
244 599 146156 1
81 625 50625 1
184 602 110768 2
163 346 56398 2
114 309 35226 10
165 176 29040 1
131 560 73360 2
108 454 49032 2
232 542 125744 1
147 324 47628 3
200 425 85000 1
272 368 100096 2
157 288 45216 4
138 391 53958 2
169 493 83317 2
180 345 62100 2
248 450 111600 1
166 636 105576 1
204 216 44064 1
241 458 110378 1
222 390 86580 1
160 235 37600 1
86 361 31046 2
220 452 99440 1
177 556 98412 2
135 478 64530 4
212 288 61056 2
94 252 23688 2
71 143 10153 2
169 438 74022 2
122 479 58438 2
104 273 28392 2
175 372 65100 4
204 599 122196 1
154 565 87010 4
144 454 65376 4
209 294 61446 3
150 153 22950 1
165 370 61050 3
158 331 52298 3
157 259 40663 1
137 240 32880 1
187 529 98923 1
146 187 27302 2
243 330 80190 4
236 356 84016 4
232 252 58464 4
177 664 117528 2
136 451 61336 4
139 405 56295 4
181 401 72581 6
162 432 69984 6
185 329 60865 2
143 628 89804 2
202 382 77164 6
154 337 51898 3
186 296 55056 1
216 646 139536 1
80 640 51200 1
132 503 66396 6
77 392 30184 1
177 294 52038 1
124 248 30752 2
203 595 120785 2
144 556 80064 2
176 579 101904 2
251 449 112699 1
358 610 218380 1
204 608 124032 1
186 205 38130 2
358 553 197974 1
183 420 76860 1
274 486 133164 1
209 488 101992 2
214 498 106572 2
233 406 94598 2
144 273 39312 1
101 151 15251 1
165 470 77550 4
276 536 147936 1
277 579 160383 1
304 425 129200 1
246 605 148830 2
154 772 118888 2
232 328 76096 3
300 679 203700 1
265 582 154230 1
212 613 129956 2
266 574 152684 2
201 622 125022 1
178 652 116056 1
403 611 246233 1
344 625 215000 2
266 315 83790 2
305 605 184525 2
270 376 101520 1
270 723 195210 1
217 250 54250 2
291 626 182166 6
301 608 183008 2
343 607 208201 4
317 717 227289 2
311 608 189088 2
164 663 108732 2
326 672 219072 1
313 711 222543 1
262 560 146720 2
270 671 181170 2
304 698 212192 4
376 477 179352 2
226 705 159330 2
295 711 209745 3
203 391 79373 2
270 374 100980 2
294 696 204624 1
237 367 86979 2
227 345 78315 6
288 498 143424 4
282 356 100392 6
394 409 161146 2
139 310 43090 16
334 678 226452 2
203 307 62321 2
155 558 86490 2
434 492 213528 2
473 449 212377 2
232 426 98832 2
340 602 204680 2
324 651 210924 3
177 223 39471 2
321 620 199020 2
280 671 187880 2
300 677 203100 2
289 631 182359 2
333 749 249417 2
293 713 208909 2
199 277 55123 2
255 638 162690 2
328 611 200408 2
294 380 111720 2
356 613 218228 1
282 610 172020 1
120 594 71280 2
122 161 19642 3
127 267 33909 1
180 358 64440 1
115 258 29670 1
176 599 105424 1
139 367 51013 1
150 359 53850 2
