500 1000 100
149 332 49468 4
184 226 41584 2
122 345 42090 2
160 342 54720 3
90 216 19440 2
146 181 26426 2
126 402 50652 1
118 156 18408 6
149 227 33823 4
127 163 20701 6
196 192 37632 2
65 128 8320 16
173 300 51900 2
85 134 11390 2
84 312 26208 2
223 243 54189 2
229 253 57937 2
128 228 29184 2
159 313 49767 2
161 291 46851 3
77 112 8624 2
152 295 44840 2
138 355 48990 2
147 316 46452 2
151 331 49981 2
150 357 53550 4
87 134 11658 2
127 302 38354 2
181 358 64798 2
149 183 27267 2
165 366 60390 1
148 293 43364 1
54 259 13986 2
67 95 6365 3
63 131 8253 1
98 187 18326 1
58 108 6264 1
83 355 29465 1
68 192 13056 1
69 178 12282 2
64 204 13056 2
82 185 15170 6
89 268 23852 6
85 252 21420 2
55 172 9460 2
88 242 21296 2
79 249 19671 2
72 82 5904 2
95 312 29640 4
60 421 25260 4
70 276 19320 2
83 266 22078 4
111 222 24642 2
68 334 22712 4
65 285 18525 6
64 278 17792 2
139 197 27383 1
64 280 17920 2
65 252 16380 2
70 232 16240 2
49 204 9996 2
108 220 23760 1
67 295 19765 2
72 259 18648 2
63 297 18711 4
74 253 18722 2
65 291 18915 4
58 299 17342 4
91 287 26117 2
74 295 21830 2
80 350 28000 2
89 310 27590 2
87 301 26187 2
80 88 7040 4
78 287 22386 2
77 302 23254 2
79 102 8058 2
83 302 25066 2
84 96 8064 2
97 303 29391 2
92 99 9108 2
98 99 9702 8
91 97 8827 2
87 262 22794 2
90 280 25200 4
92 96 8832 6
94 269 25286 2
85 302 25670 2
93 287 26691 2
85 316 26860 2
90 363 32670 2
89 352 31328 2
83 335 27805 2
92 317 29164 6
88 346 30448 4
79 355 28045 2
84 358 30072 2
76 234 17784 2
65 240 15600 2
84 273 22932 2
