1000 2000 150
184 294 54096 2
185 333 61605 3
177 249 44073 2
158 614 97012 2
124 434 53816 2
190 474 90060 2
88 455 40040 2
141 383 54003 2
146 421 61466 4
132 431 56892 4
160 322 51520 3
152 253 38456 3
154 554 85316 2
146 490 71540 4
132 537 70884 2
145 558 80910 2
228 507 115596 2
129 434 55986 2
172 284 48848 2
127 276 35052 6
173 558 96534 4
203 496 100688 1
109 319 34771 2
99 388 38412 2
327 556 181812 2
258 689 177762 1
143 315 45045 1
131 427 55937 6
233 437 101821 2
172 392 67424 8
187 393 73491 6
213 397 84561 1
199 242 48158 1
171 260 44460 2
166 184 30544 2
131 212 27772 1
147 133 19551 2
176 286 50336 2
317 553 175301 2
201 296 59496 2
448 630 282240 2
215 655 140825 2
139 598 83122 2
124 606 75144 2
120 615 73800 2
125 533 66625 2
249 531 132219 1
92 447 41124 10
217 254 55118 1
270 580 156600 1
291 583 169653 1
223 521 116183 1
265 547 144955 1
300 490 147000 1
105 450 47250 2
210 295 61950 1
227 305 69235 1
196 251 49196 1
374 620 231880 1
209 782 163438 2
330 596 196680 4
379 648 245592 4
251 587 147337 2
201 675 135675 2
225 569 128025 2
449 664 298136 2
365 646 235790 2
355 568 201640 2
306 646 197676 2
263 610 160430 2
218 402 87636 2
341 441 150381 2
227 309 70143 2
219 265 58035 2
258 230 59340 8
218 642 139956 1
201 328 65928 2
154 347 53438 4
153 406 62118 2
148 636 94128 16
137 321 43977 1
218 377 82186 6
173 370 64010 2
150 262 39300 3
134 309 41406 3
139 203 28217 1
128 416 53248 2
152 660 100320 3
294 343 100842 1
299 366 109434 3
168 666 111888 4
167 595 99365 6
152 346 52592 2
146 372 54312 4
146 659 96214 2
158 680 107440 2
169 202 34138 3
144 409 58896 2
133 342 45486 2
135 356 48060 2
118 353 41654 2
213 398 84774 2
166 655 108730 2
152 617 93784 2
168 617 103656 1
126 271 34146 4
205 629 128945 1
204 469 95676 1
180 513 92340 2
127 261 33147 2
120 350 42000 4
81 142 11502 1
120 399 47880 12
148 498 73704 2
191 442 84422 1
159 366 58194 12
121 588 71148 4
201 262 52662 2
176 505 88880 4
189 572 108108 2
190 565 107350 1
156 416 64896 14
162 280 45360 2
170 492 83640 2
578 640 369920 3
163 336 54768 3
162 478 77436 4
255 409 104295 2
160 317 50720 2
155 292 45260 1
156 401 62556 14
139 233 32387 1
133 564 75012 2
262 392 102704 1
280 345 96600 1
164 733 120212 2
202 703 142006 4
131 587 76897 2
137 518 70966 1
91 498 45318 1
264 446 117744 1
152 513 77976 4
144 151 21744 4
160 282 45120 2
219 379 83001 3
161 507 81627 1
181 542 98102 1
120 650 78000 2
215 713 153295 2
133 602 80066 2
