1000 2000 150
159 376 59784 6
172 362 62264 2
137 360 49320 18
89 226 20114 2
81 204 16524 2
144 345 49680 30
258 266 68628 1
260 379 98540 3
132 345 45540 16
142 652 92584 2
128 290 37120 2
136 384 52224 6
207 551 114057 4
301 614 184814 4
289 289 83521 2
277 520 144040 1
295 453 133635 1
259 310 80290 1
246 733 180318 1
153 435 66555 4
223 395 88085 1
332 720 239040 2
278 358 99524 4
304 286 86944 4
179 193 34547 1
245 325 79625 2
299 298 89102 1
257 371 95347 2
126 257 32382 2
237 342 81054 2
188 341 64108 2
163 385 62755 2
169 316 53404 1
129 466 60114 4
239 415 99185 2
334 518 173012 1
256 334 85504 1
370 567 209790 2
345 687 237015 2
263 313 82319 2
199 299 59501 3
340 391 132940 2
330 706 232980 4
283 449 127067 2
254 622 157988 4
280 294 82320 2
227 609 138243 12
252 304 76608 2
206 609 125454 4
128 267 34176 2
290 543 157470 1
285 512 145920 2
146 623 90958 6
140 531 74340 6
98 351 34398 1
87 161 14007 3
186 208 38688 1
215 386 82990 1
151 480 72480 1
135 231 31185 1
311 636 197796 1
176 535 94160 1
210 467 98070 1
405 419 169695 4
243 365 88695 2
208 359 74672 4
132 679 89628 2
84 610 51240 2
80 142 11360 1
224 346 77504 2
171 359 61389 4
154 647 99638 8
200 630 126000 4
175 669 117075 2
150 587 88050 2
126 623 78498 2
132 299 39468 2
291 667 194097 1
178 460 81880 1
399 507 202293 2
96 291 27936 5
182 672 122304 4
177 403 71331 3
135 330 44550 1
182 306 55692 1
173 220 38060 1
80 390 31200 1
209 644 134596 4
200 216 43200 4
223 228 50844 1
86 474 40764 4
87 395 34365 2
144 374 53856 2
269 616 165704 1
170 396 67320 3
149 667 99383 2
125 507 63375 2
148 264 39072 1
244 599 146156 1
81 625 50625 1
184 602 110768 2
163 346 56398 2
114 309 35226 10
165 176 29040 1
131 560 73360 2
108 454 49032 2
232 542 125744 1
147 324 47628 3
200 425 85000 1
272 368 100096 2
157 288 45216 4
138 391 53958 2
169 493 83317 2
180 345 62100 2
248 450 111600 1
166 636 105576 1
204 216 44064 1
241 458 110378 1
222 390 86580 1
160 235 37600 1
86 361 31046 2
220 452 99440 1
177 556 98412 2
135 478 64530 4
212 288 61056 2
94 252 23688 2
71 143 10153 2
169 438 74022 2
122 479 58438 2
104 273 28392 2
175 372 65100 4
204 599 122196 1
154 565 87010 4
144 454 65376 4
209 294 61446 3
150 153 22950 1
165 370 61050 3
158 331 52298 3
157 259 40663 1
137 240 32880 1
187 529 98923 1
146 187 27302 2
243 330 80190 4
236 356 84016 4
232 252 58464 4
177 664 117528 2
136 451 61336 4
139 405 56295 4
181 401 72581 6
162 432 69984 6
