500 1000 150
164 307 50348 2
212 330 69960 2
102 129 13158 2
140 297 41580 4
184 343 63112 4
125 308 38500 6
139 141 19599 2
154 321 49434 6
129 207 26703 2
123 146 17958 8
152 343 52136 2
90 352 31680 2
128 323 41344 2
216 327 70632 2
146 322 47012 2
139 338 46982 2
142 199 28258 2
164 342 56088 2
157 153 24021 2
116 162 18792 2
86 143 12298 2
97 175 16975 2
111 144 15984 2
197 323 63631 2
239 379 90581 2
220 351 77220 2
253 365 92345 2
219 311 68109 2
211 296 62456 2
136 342 46512 2
177 304 53808 2
136 329 44744 4
104 134 13936 2
130 311 40430 4
130 126 16380 6
169 301 50869 2
164 359 58876 2
157 300 47100 2
174 184 32016 2
156 209 32604 2
126 233 29358 2
80 145 11600 2
182 270 49140 2
184 355 65320 8
100 344 34400 2
52 112 5824 1
61 196 11956 3
78 90 7020 1
68 92 6256 1
41 62 2542 1
78 195 15210 2
98 350 34300 1
43 374 16082 2
104 360 37440 1
78 227 17706 8
72 287 20664 2
107 296 31672 1
96 191 18336 2
88 158 13904 2
159 200 31800 2
73 163 11899 6
72 177 12744 4
87 238 20706 2
76 284 21584 3
75 276 20700 2
80 264 21120 2
84 143 12012 6
67 222 14874 2
64 219 14016 2
63 189 11907 2
60 189 11340 2
101 236 23836 2
101 216 21816 4
90 317 28530 1
83 178 14774 2
86 165 14190 2
78 296 23088 6
96 142 13632 2
104 179 18616 6
87 206 17922 4
102 211 21522 4
77 209 16093 2
74 273 20202 2
125 243 30375 1
111 167 18537 2
96 142 13632 6
89 298 26522 2
89 280 24920 4
65 91 5915 3
102 263 26826 1
44 257 11308 1
104 325 33800 6
105 148 15540 4
41 104 4264 1
93 180 16740 2
104 129 13416 2
97 142 13774 2
74 233 17242 3
79 152 12008 6
96 122 11712 3
64 232 14848 2
61 240 14640 2
83 277 22991 8
92 285 26220 2
114 359 40926 1
91 217 19747 2
114 167 19038 1
121 152 18392 4
104 128 13312 1
132 215 28380 1
61 143 8723 4
64 178 11392 4
64 208 13312 2
64 193 12352 2
63 217 13671 2
161 225 36225 4
64 163 10432 2
97 154 14938 2
72 148 10656 2
86 270 23220 2
111 242 26862 2
58 135 7830 6
55 215 11825 2
83 227 18841 2
52 220 11440 2
48 194 9312 2
103 206 21218 3
74 132 9768 2
105 152 15960 2
63 134 8442 2
60 263 15780 2
53 264 13992 2
45 91 4095 1
99 100 9900 1
60 244 14640 2
74 229 16946 4
64 213 13632 2
49 254 12446 2
68 159 10812 1
87 281 24447 1
44 96 4224 1
79 177 13983 6
75 79 5925 2
62 192 11904 2
113 142 16046 1
60 250 15000 2
68 221 15028 2
70 295 20650 6
83 311 25813 2
87 292 25404 4
