500 1000 50
38 215 8170 1
55 183 10065 1
75 255 19125 2
68 198 13464 2
48 241 11568 2
54 209 11286 2
63 209 13167 3
92 138 12696 1
108 157 16956 1
86 238 20468 4
76 150 11400 1
126 272 34272 1
83 117 9711 2
108 264 28512 1
75 145 10875 3
74 103 7622 3
83 88 7304 2
91 290 26390 2
107 194 20758 1
70 287 20090 2
68 89 6052 2
142 206 29252 1
90 223 20070 1
105 210 22050 2
110 125 13750 1
44 214 9416 1
112 340 38080 1
67 276 18492 4
116 164 19024 3
81 385 31185 10
60 191 11460 10
175 192 33600 1
135 327 44145 1
102 192 19584 6
70 203 14210 3
117 327 38259 1
105 204 21420 2
105 231 24255 10
106 127 13462 2
237 324 76788 2
220 305 67100 2
159 298 47382 2
62 112 6944 2
136 361 49096 2
164 315 51660 1
237 312 73944 2
204 339 69156 2
144 187 26928 2
140 356 49840 1
133 339 45087 12
