1000 2000 50
282 392 110544 2
261 666 173826 1
230 625 143750 1
192 313 60096 2
201 329 66129 1
254 385 97790 2
267 289 77163 2
326 582 189732 2
195 625 121875 2
317 699 221583 12
234 266 62244 6
208 297 61776 4
303 610 184830 2
297 658 195426 8
198 252 49896 2
234 582 136188 2
161 342 55062 4
139 472 65608 2
392 678 265776 2
359 633 227247 6
388 672 260736 10
265 696 184440 4
315 722 227430 2
182 290 52780 2
305 675 205875 2
266 575 152950 1
271 679 184009 2
266 624 165984 1
325 709 230425 2
320 744 238080 1
302 340 102680 2
316 371 117236 1
289 730 210970 9
391 682 266662 1
254 589 149606 1
295 619 182605 1
332 626 207832 1
232 305 70760 2
261 627 163647 1
167 291 48597 4
293 380 111340 2
151 306 46206 2
413 470 194110 2
207 347 71829 2
261 566 147726 2
241 285 68685 2
257 532 136724 2
252 624 157248 4
187 575 107525 2
231 314 72534 4
