500 1000 150
110 372 40920 4
66 274 18084 2
65 219 14235 1
44 240 10560 1
130 263 34190 1
76 265 20140 4
78 89 6942 4
84 145 12180 2
102 189 19278 3
77 279 21483 1
95 279 26505 1
64 335 21440 2
111 307 34077 2
93 342 31806 3
80 230 18400 4
82 88 7216 4
60 235 14100 16
200 254 50800 2
139 198 27522 2
168 237 39816 2
168 291 48888 6
60 241 14460 2
53 174 9222 2
84 156 13104 2
72 208 14976 2
62 142 8804 2
59 157 9263 2
53 111 5883 2
115 134 15410 2
77 207 15939 2
78 346 26988 2
63 276 17388 2
67 289 19363 2
89 255 22695 2
58 289 16762 2
76 210 15960 6
81 179 14499 2
71 178 12638 18
41 110 4510 2
42 103 4326 2
66 180 11880 30
125 135 16875 1
121 198 23958 3
69 338 23322 2
68 163 11084 2
59 193 11387 6
158 166 26228 2
146 259 37814 1
144 236 33984 1
111 317 35187 1
92 187 17204 4
120 207 24840 1
166 307 50962 2
144 181 26064 4
150 153 22950 4
94 115 10810 1
123 143 17589 2
148 147 21756 1
117 183 21411 2
65 124 8060 2
108 158 17064 2
79 169 13351 2
87 189 16443 2
85 138 11730 1
56 235 13160 4
128 207 26496 2
143 256 36608 1
124 160 19840 1
171 242 41382 2
174 356 61944 2
136 141 19176 2
109 148 16132 3
180 164 29520 2
160 333 53280 4
140 231 32340 2
126 330 41580 4
126 139 17514 2
107 301 32207 12
115 168 19320 2
107 346 37022 4
69 144 9936 2
129 281 36249 1
134 270 36180 2
71 328 23288 6
62 255 15810 6
51 194 9894 1
46 71 3266 3
82 107 8774 1
102 174 17748 1
72 235 16920 1
78 109 8502 1
160 330 52800 1
94 286 26884 1
105 239 25095 1
208 203 42224 4
103 169 17407 4
80 326 26080 2
44 337 14828 2
37 76 2812 1
108 199 21492 2
80 186 14880 4
76 299 22724 8
107 348 37236 4
92 298 27416 2
64 299 19136 2
69 299 20631 2
62 149 9238 2
144 301 43344 1
93 203 18879 1
229 233 53357 2
52 139 7228 5
79 342 27018 4
81 183 14823 3
76 145 11020 1
100 132 13200 1
90 124 11160 1
40 169 6760 1
118 350 41300 4
99 124 12276 4
121 131 15851 1
42 253 10626 4
40 190 7600 2
66 184 12144 2
133 267 35511 1
76 199 15124 3
83 281 23323 2
68 263 17884 2
74 150 11100 1
104 331 34424 1
43 347 14921 1
90 267 24030 2
78 162 12636 2
67 153 10251 10
81 90 7290 1
70 285 19950 2
54 216 11664 2
119 295 35105 1
74 161 11914 3
104 190 19760 1
140 153 21420 2
69 153 10557 4
70 209 14630 2
71 257 18247 2
88 155 13640 2
124 216 26784 1
77 346 26642 3
116 125 14500 1
116 229 26564 1
112 225 25200 1
87 112 9744 1
