500 1000 150
122 300 36600 1
79 155 12245 1
68 227 15436 6
114 202 23028 4
80 208 16640 8
78 196 15288 6
102 172 17544 1
88 125 11000 1
86 135 11610 2
77 98 7546 2
64 68 4352 2
82 151 12382 2
155 317 49135 2
96 139 13344 2
235 318 74730 2
95 284 26980 2
65 273 17745 2
62 264 16368 2
65 277 18005 2
65 267 17355 2
137 236 32332 1
54 243 13122 10
122 122 14884 1
133 300 39900 1
138 303 41814 1
117 264 30888 1
132 258 34056 1
160 267 42720 1
121 149 18029 1
105 162 17010 1
100 126 12600 1
173 306 52938 1
113 335 37855 2
161 359 57799 4
199 301 59899 4
143 312 44616 2
94 297 27918 2
107 330 35310 2
190 278 52820 2
173 275 47575 2
163 290 47270 2
157 275 43175 2
119 332 39508 2
118 199 23482 2
170 184 31280 2
112 178 19936 2
95 130 12350 2
111 118 13098 8
104 309 32136 1
92 152 13984 2
76 162 12312 4
81 227 18387 2
80 279 22320 16
64 183 11712 1
107 211 22577 6
85 197 16745 2
86 141 12126 3
72 148 10656 3
70 86 6020 1
62 176 10912 2
74 336 24864 3
150 158 23700 1
174 184 32016 3
71 345 24495 4
81 321 26001 6
74 169 12506 2
75 176 13200 4
81 304 24624 2
72 308 22176 4
90 114 10260 3
60 183 10980 2
70 195 13650 2
65 163 10595 2
55 188 10340 2
89 192 17088 2
91 356 32396 2
70 322 22540 1
57 158 9006 4
102 303 30906 1
104 217 22568 1
81 253 20493 2
72 113 8136 2
65 203 13195 4
39 68 2652 1
58 212 12296 12
76 252 19152 2
105 185 19425 1
72 219 15768 12
66 293 19338 4
84 129 10836 2
77 234 18018 4
102 293 29886 2
88 296 26048 1
83 176 14608 14
75 143 10725 2
73 269 19637 2
273 314 85722 3
88 172 15136 3
75 210 15750 4
110 244 26840 2
79 145 11455 2
82 154 12628 1
65 117 7605 1
68 282 19176 2
126 206 25956 1
136 182 24752 1
90 366 32940 2
110 372 40920 4
66 274 18084 2
65 219 14235 1
44 240 10560 1
130 263 34190 1
76 265 20140 4
78 89 6942 4
84 145 12180 2
102 189 19278 3
77 279 21483 1
95 279 26505 1
64 335 21440 2
111 307 34077 2
93 342 31806 3
80 230 18400 4
82 88 7216 4
60 235 14100 16
200 254 50800 2
139 198 27522 2
168 237 39816 2
168 291 48888 6
60 241 14460 2
53 174 9222 2
84 156 13104 2
72 208 14976 2
62 142 8804 2
59 157 9263 2
53 111 5883 2
115 134 15410 2
77 207 15939 2
78 346 26988 2
63 276 17388 2
67 289 19363 2
89 255 22695 2
58 289 16762 2
76 210 15960 6
81 179 14499 2
71 178 12638 18
41 110 4510 2
42 103 4326 2
66 180 11880 30
125 135 16875 1
121 198 23958 3
