1000 2000 150
91 170 15470 1
164 181 29684 1
123 509 62607 2
154 435 66990 4
127 471 59817 2
96 444 42624 2
135 331 44685 1
159 595 94605 1
92 168 15456 1
134 419 56146 6
145 159 23055 2
141 379 53439 2
241 265 63865 1
112 483 54096 2
127 447 56769 2
127 565 71755 2
182 563 102466 2
175 626 109550 2
173 656 113488 2
188 222 41736 2
92 261 24012 2
144 262 37728 1
91 390 35490 4
118 416 49088 2
126 528 66528 4
141 332 46812 6
109 233 25397 1
347 632 219304 1
163 345 56235 4
235 221 51935 1
93 276 25668 1
223 542 120866 1
79 490 38710 1
188 689 129532 4
156 685 106860 3
232 463 107416 3
144 260 37440 2
104 232 24128 1
76 372 28272 2
156 408 63648 2
118 522 61596 2
177 295 52215 1
154 381 58674 1
128 436 55808 2
149 391 58259 4
240 647 155280 1
243 517 125631 3
153 707 108171 2
173 290 50170 2
160 260 41600 1
225 352 79200 2
142 530 75260 4
147 318 46746 2
125 164 20500 2
184 182 33488 1
193 272 52496 2
274 653 178922 4
174 227 39498 2
389 541 210449 2
127 627 79629 4
130 456 59280 1
143 603 86229 2
92 463 42596 2
174 500 87000 2
127 495 62865 2
163 434 70742 2
143 616 88088 6
143 574 82082 2
144 397 57168 2
174 418 72732 2
160 372 59520 4
138 381 52578 5
160 253 40480 2
180 254 45720 2
145 240 34800 4
111 429 47619 2
126 382 48132 1
173 347 60031 1
169 307 51883 4
163 650 105950 1
190 653 124070 2
200 683 136600 2
173 415 71795 1
183 353 64599 2
209 395 82555 1
104 135 14040 1
190 398 75620 1
268 329 88172 2
253 318 80454 2
138 337 46506 2
199 363 72237 1
139 385 53515 2
168 547 91896 2
173 378 65394 4
165 248 40920 2
195 341 66495 2
183 343 62769 2
215 516 110940 1
152 275 41800 2
214 292 62488 3
138 691 95358 4
128 407 52096 2
197 371 73087 2
122 432 52704 4
231 324 74844 1
165 345 56925 2
147 532 78204 4
127 331 42037 4
118 286 33748 4
77 175 13475 2
150 250 37500 2
91 340 30940 1
161 555 89355 2
209 558 116622 1
176 446 78496 1
269 536 144184 1
225 340 76500 1
296 323 95608 2
100 407 40700 2
160 212 33920 1
178 240 42720 1
142 295 41890 1
180 345 62100 2
241 531 127971 10
265 317 84005 1
610 727 443470 4
610 768 468480 4
620 747 463140 1
556 732 406992 3
260 712 185120 2
289 617 178313 2
171 620 106020 5
256 577 147712 4
162 367 59454 2
356 680 242080 2
291 481 139971 2
214 324 69336 2
217 742 161014 2
475 697 331075 3
332 587 194884 2
284 367 104228 2
332 660 219120 2
291 330 96030 2
347 621 215487 1
168 677 113736 2
273 278 75894 2
300 703 210900 4
165 267 44055 4
315 668 210420 4
259 654 169386 2
