1000 2000 150
163 361 58843 2
92 515 47380 1
193 432 83376 2
135 508 68580 3
338 809 273442 1
405 536 217080 1
224 476 106624 1
200 405 81000 1
177 198 35046 1
200 387 77400 1
156 270 42120 2
145 564 81780 1
164 383 62812 1
494 575 284050 1
277 600 166200 1
259 325 84175 1
169 283 47827 1
305 681 207705 1
165 315 51975 8
143 543 77649 1
241 338 81458 1
219 456 99864 1
166 455 75530 1
136 258 35088 2
270 682 184140 1
238 316 75208 1
151 414 62514 9
288 405 116640 1
353 400 141200 1
201 332 66732 1
154 431 66374 3
189 273 51597 1
276 336 92736 1
93 411 38223 1
230 696 160080 1
208 336 69888 2
223 678 151194 2
304 618 187872 2
165 272 44880 1
129 397 51213 1
157 267 41919 1
145 525 76125 2
211 307 64777 3
209 290 60610 1
138 423 58374 2
136 365 49640 4
132 353 46596 8
138 279 38502 2
103 495 50985 6
146 434 63364 8
172 369 63468 3
150 312 46800 4
182 357 64974 2
151 303 45753 3
184 294 54096 2
185 333 61605 3
177 249 44073 2
158 614 97012 2
124 434 53816 2
190 474 90060 2
88 455 40040 2
141 383 54003 2
146 421 61466 4
132 431 56892 4
160 322 51520 3
152 253 38456 3
154 554 85316 2
146 490 71540 4
132 537 70884 2
145 558 80910 2
228 507 115596 2
129 434 55986 2
172 284 48848 2
127 276 35052 6
173 558 96534 4
203 496 100688 1
109 319 34771 2
99 388 38412 2
327 556 181812 2
258 689 177762 1
143 315 45045 1
131 427 55937 6
233 437 101821 2
172 392 67424 8
187 393 73491 6
213 397 84561 1
199 242 48158 1
171 260 44460 2
166 184 30544 2
131 212 27772 1
147 133 19551 2
176 286 50336 2
317 553 175301 2
201 296 59496 2
448 630 282240 2
215 655 140825 2
139 598 83122 2
124 606 75144 2
120 615 73800 2
125 533 66625 2
249 531 132219 1
92 447 41124 10
217 254 55118 1
270 580 156600 1
291 583 169653 1
223 521 116183 1
265 547 144955 1
300 490 147000 1
105 450 47250 2
210 295 61950 1
227 305 69235 1
196 251 49196 1
374 620 231880 1
209 782 163438 2
330 596 196680 4
379 648 245592 4
251 587 147337 2
201 675 135675 2
225 569 128025 2
449 664 298136 2
365 646 235790 2
355 568 201640 2
306 646 197676 2
263 610 160430 2
218 402 87636 2
341 441 150381 2
227 309 70143 2
219 265 58035 2
258 230 59340 8
218 642 139956 1
201 328 65928 2
154 347 53438 4
153 406 62118 2
148 636 94128 16
137 321 43977 1
218 377 82186 6
173 370 64010 2
150 262 39300 3
134 309 41406 3
139 203 28217 1
128 416 53248 2
152 660 100320 3
294 343 100842 1
299 366 109434 3
168 666 111888 4
167 595 99365 6
152 346 52592 2
146 372 54312 4
146 659 96214 2
158 680 107440 2
