500 1000 50
97 171 16587 2
87 188 16356 2
62 182 11284 2
149 179 26671 2
128 289 36992 1
113 312 35256 1
108 162 17496 2
104 159 16536 1
118 164 19352 2
132 135 17820 4
145 294 42630 2
114 337 38418 2
171 307 52497 12
113 136 15368 6
102 151 15402 4
128 354 45312 2
154 355 54670 8
118 126 14868 2
132 306 40392 2
81 142 11502 4
82 219 17958 2
199 306 60894 2
171 345 58995 6
201 323 64923 10
140 315 44100 4
148 299 44252 2
111 147 16317 2
143 333 47619 2
150 333 49950 1
132 312 41184 2
147 330 48510 1
150 344 51600 3
148 190 28120 3
160 335 53600 9
172 301 51772 1
116 298 34568 1
162 358 57996 1
169 326 55094 1
110 331 36410 1
86 150 12900 4
168 218 36624 2
76 126 9576 2
194 216 41904 2
121 153 18513 2
117 335 39195 2
116 131 15196 2
113 298 33674 2
117 302 35334 4
84 333 27972 2
104 158 16432 4
