1000 2000 100
265 688 182320 2
283 671 189893 8
234 239 55926 2
252 625 157500 2
139 286 39754 4
143 485 69355 2
419 704 294976 2
388 626 242888 6
388 679 263452 10
299 592 177008 4
281 605 170005 2
196 293 57428 2
314 681 213834 2
306 694 212364 1
283 581 164423 2
294 636 186984 1
312 632 197184 2
361 765 276165 1
296 329 97384 2
352 364 128128 1
339 697 236283 9
347 689 239083 1
233 657 153081 1
280 626 175280 1
296 724 214304 1
264 288 76032 2
244 579 141276 1
174 291 50634 4
308 416 128128 2
164 287 47068 2
473 479 226567 2
224 334 74816 2
282 640 180480 2
220 264 58080 2
232 580 134560 2
236 723 170628 4
191 606 115746 2
197 308 60676 4
227 287 65149 2
370 716 264920 1
201 758 152358 2
346 703 243238 4
328 697 228616 10
408 651 265608 2
268 645 172860 2
258 304 78432 2
267 272 72624 2
362 614 222268 2
250 399 99750 4
230 555 127650 1
215 531 114165 1
237 479 113523 1
278 567 157626 1
281 484 136004 1
169 698 117962 6
146 496 72416 2
134 500 67000 2
116 400 46400 2
117 396 46332 2
198 715 141570 2
182 753 137046 2
201 475 95475 1
258 506 130548 1
300 496 148800 5
224 327 73248 1
162 290 46980 4
234 656 153504 1
228 302 68856 4
305 785 239425 1
345 440 151800 1
210 375 78750 1
132 298 39336 1
259 734 190106 2
446 684 305064 2
337 710 239270 2
368 650 239200 2
290 438 127020 2
196 374 73304 2
211 752 158672 2
284 682 193688 2
488 596 290848 1
334 697 232798 1
334 668 223112 4
292 528 154176 3
297 426 126522 2
210 389 81690 1
128 723 92544 1
209 625 130625 1
432 717 309744 1
226 402 90852 1
241 417 100497 1
188 691 129908 3
571 697 397987 1
390 705 274950 1
112 412 46144 6
135 306 41310 2
412 622 256264 2
166 530 87980 1
146 479 69934 2
382 721 275422 2
