1000 2000 100
149 262 39038 2
255 586 149430 1
299 474 141726 2
140 722 101080 6
124 578 71672 6
105 362 38010 1
101 163 16463 3
174 182 31668 1
201 375 75375 1
138 462 63756 1
160 253 40480 1
311 674 209614 1
167 524 87508 1
196 441 86436 1
437 411 179607 4
250 354 88500 2
202 363 73326 4
150 698 104700 2
97 585 56745 2
78 140 10920 1
249 393 97857 2
179 383 68557 4
150 605 90750 8
224 630 141120 4
172 644 110768 2
137 647 88639 2
130 618 80340 2
127 340 43180 2
275 713 196075 1
208 399 82992 1
448 438 196224 2
110 308 33880 5
157 621 97497 4
155 415 64325 3
150 321 48150 1
198 261 51678 1
180 218 39240 1
71 341 24211 1
217 750 162750 4
236 229 54044 4
220 245 53900 1
86 459 39474 4
82 429 35178 2
137 360 49320 2
291 570 165870 1
163 360 58680 3
152 686 104272 2
131 502 65762 2
147 255 37485 1
249 625 155625 1
73 696 50808 1
190 585 111150 2
161 356 57316 2
137 309 42333 10
146 156 22776 1
126 487 61362 2
108 437 47196 2
232 553 128296 1
143 296 42328 3
194 442 85748 1
288 308 88704 2
141 264 37224 4
124 473 58652 2
142 565 80230 2
178 342 60876 2
222 472 104784 1
146 776 113296 1
210 227 47670 1
248 476 118048 1
220 430 94600 1
158 200 31600 1
94 374 35156 2
228 456 103968 1
164 538 88232 2
138 468 64584 4
208 310 64480 2
96 259 24864 2
70 151 10570 2
193 433 83569 2
116 466 54056 2
95 282 26790 2
178 368 65504 4
194 532 103208 1
150 571 85650 4
174 454 78996 4
195 310 60450 3
151 138 20838 1
150 370 55500 3
162 357 57834 3
159 249 39591 1
148 229 33892 1
177 606 107262 1
161 215 34615 2
208 395 82160 4
209 334 69806 4
208 255 53040 4
154 664 102256 2
150 418 62700 4
135 425 57375 4
183 425 77775 6
