500 1000 50
68 228 15504 1
49 244 11956 1
136 238 32368 1
81 253 20493 4
76 76 5776 4
74 152 11248 2
97 204 19788 3
71 244 17324 1
91 239 21749 1
63 368 23184 2
103 349 35947 2
100 295 29500 3
73 235 17155 4
86 94 8084 4
64 211 13504 16
200 254 50800 2
163 200 32600 2
187 214 40018 2
187 313 58531 6
70 248 17360 2
53 174 9222 2
89 153 13617 2
76 196 14896 2
67 118 7906 2
56 148 8288 2
54 121 6534 2
110 148 16280 2
69 205 14145 2
70 303 21210 2
65 276 17940 2
71 242 17182 2
73 242 17666 2
50 284 14200 2
89 198 17622 6
94 199 18706 2
69 186 12834 18
47 112 5264 2
44 110 4840 2
72 186 13392 30
137 151 20687 1
121 189 22869 3
73 323 23579 2
59 141 8319 2
62 172 10664 6
151 168 25368 2
128 238 30464 1
144 229 32976 1
120 346 41520 1
85 209 17765 4
122 203 24766 1
